record_id,date,mine_name,state,district,mine_latitude,mine_longitude,target_rom_tonnes,actual_rom_tonnes,equipment_downtime_hours,blast_delay_minutes,rainfall_mm,target_basis,calibration_quality,data_status,shortfall_tonnes,shortfall_pct,shortfall_flag,rain_3d_mm,downtime_3d_hours,rain_7d_mm,downtime_7d_hours,soil_moisture_pct,soil_moisture_3d_avg,soil_moisture_7d_avg,soil_moisture_source
PROD-0002055,2022-11-15,Chikla,Maharashtra,Bhandara,21.54169,79.75545,505.65,468.18,1.63,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,37.47,7.41,1,0.0,5.26,18.02,9.8,23.69,26.22,29.36,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002056,2022-11-16,Chikla,Maharashtra,Bhandara,21.54169,79.75545,524.97,437.47,3.88,23,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,87.5,16.668,1,0.0,5.51,5.31,13.24,18.86,22.94,27.37,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002057,2022-11-17,Chikla,Maharashtra,Bhandara,21.54169,79.75545,547.83,483.63,2.36,0,14.33,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,64.2,11.719,1,14.33,7.87,19.64,13.39,30.31,24.29,27.42,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002058,2022-11-18,Chikla,Maharashtra,Bhandara,21.54169,79.75545,512.33,459.09,0.47,27,31.03,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,53.24,10.392,1,45.36,6.71,45.36,12.92,57.25,35.47,30.94,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002059,2022-11-19,Chikla,Maharashtra,Bhandara,21.54169,79.75545,448.2,431.79,1.85,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,16.41,3.661,1,45.36,4.68,45.36,13.82,54.96,47.51,34.29,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002060,2022-11-20,Chikla,Maharashtra,Bhandara,21.54169,79.75545,616.57,535.92,0.07,0,4.4,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,80.65,13.08,1,35.43,2.39,49.76,10.26,55.65,55.95,38.14,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002061,2022-11-21,Chikla,Maharashtra,Bhandara,21.54169,79.75545,582.2,524.68,0.0,8,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,57.52,9.88,1,4.4,1.92,49.76,10.26,51.59,54.07,41.76,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002062,2022-11-22,Chikla,Maharashtra,Bhandara,21.54169,79.75545,559.63,499.06,2.69,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,60.57,10.823,1,4.4,2.76,49.76,11.32,48.71,51.98,45.33,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002063,2022-11-23,Chikla,Maharashtra,Bhandara,21.54169,79.75545,505.83,474.33,0.15,15,10.23,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,31.5,6.227,1,10.23,2.84,59.99,7.59,54.14,51.48,50.37,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002064,2022-11-24,Chikla,Maharashtra,Bhandara,21.54169,79.75545,517.15,464.37,2.67,0,3.94,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,52.78,10.206,1,14.17,5.51,49.6,7.9,53.97,52.27,53.75,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002065,2022-11-25,Chikla,Maharashtra,Bhandara,21.54169,79.75545,579.41,524.75,2.89,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,54.66,9.434,1,14.17,5.71,18.57,10.32,49.15,52.42,52.6,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002066,2022-11-26,Chikla,Maharashtra,Bhandara,21.54169,79.75545,518.44,482.06,0.15,0,9.81,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,36.38,7.017,1,13.75,5.71,28.38,8.62,55.96,53.03,52.74,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002067,2022-11-27,Chikla,Maharashtra,Bhandara,21.54169,79.75545,587.41,550.64,0.1,0,6.99,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,36.77,6.26,1,16.8,3.14,30.97,8.65,58.43,54.51,53.14,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002068,2022-11-28,Chikla,Maharashtra,Bhandara,21.54169,79.75545,523.1,492.37,0.99,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,30.73,5.875,1,16.8,1.24,30.97,9.64,56.21,56.87,53.8,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002069,2022-11-29,Chikla,Maharashtra,Bhandara,21.54169,79.75545,541.82,480.77,2.7,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,61.05,11.268,1,6.99,3.79,30.97,9.65,53.67,56.1,54.5,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002070,2022-11-30,Chikla,Maharashtra,Bhandara,21.54169,79.75545,574.64,497.66,2.08,73,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,76.98,13.396,1,0.0,5.77,20.74,11.58,50.76,53.55,54.02,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002071,2022-12-01,Chikla,Maharashtra,Bhandara,21.54169,79.75545,589.89,523.85,1.72,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,66.04,11.195,1,0.0,6.5,16.8,10.63,45.9,50.11,52.87,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002072,2022-12-02,Chikla,Maharashtra,Bhandara,21.54169,79.75545,529.69,482.85,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,46.84,8.843,1,0.0,3.8,16.8,7.74,43.1,46.59,52.0,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002073,2022-12-03,Chikla,Maharashtra,Bhandara,21.54169,79.75545,557.94,501.96,1.53,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,55.98,10.033,1,0.0,3.25,6.99,9.12,40.23,43.08,49.76,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002074,2022-12-04,Chikla,Maharashtra,Bhandara,21.54169,79.75545,485.88,436.49,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,49.39,10.165,1,0.0,1.53,0.0,9.02,37.01,40.11,46.7,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002075,2022-12-05,Chikla,Maharashtra,Bhandara,21.54169,79.75545,530.15,485.53,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,44.62,8.416,1,0.0,1.53,0.0,8.03,34.77,37.34,43.63,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002076,2022-12-06,Chikla,Maharashtra,Bhandara,21.54169,79.75545,522.08,480.68,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,41.4,7.93,1,0.0,0.0,0.0,5.33,33.13,34.97,40.7,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002077,2022-12-07,Chikla,Maharashtra,Bhandara,21.54169,79.75545,499.96,445.83,1.49,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,54.13,10.827,1,0.0,1.49,0.0,4.74,31.63,33.18,37.97,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002078,2022-12-08,Chikla,Maharashtra,Bhandara,21.54169,79.75545,513.73,458.08,3.09,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,55.65,10.833,1,0.0,4.58,0.0,6.11,30.25,31.67,35.73,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002079,2022-12-09,Chikla,Maharashtra,Bhandara,21.54169,79.75545,609.29,570.64,0.95,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,38.65,6.343,1,0.0,5.53,0.0,7.06,29.2,30.36,33.75,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002080,2022-12-10,Chikla,Maharashtra,Bhandara,21.54169,79.75545,577.15,535.23,1.04,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,41.92,7.263,1,0.0,5.08,0.0,6.57,26.51,28.65,31.79,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002081,2022-12-11,Chikla,Maharashtra,Bhandara,21.54169,79.75545,594.8,514.87,4.69,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,79.93,13.438,1,0.0,6.68,0.0,11.26,26.39,27.37,30.27,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002082,2022-12-12,Chikla,Maharashtra,Bhandara,21.54169,79.75545,551.23,494.48,0.4,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,56.75,10.295,1,0.0,6.13,0.0,11.66,25.13,26.01,28.89,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002083,2022-12-13,Chikla,Maharashtra,Bhandara,21.54169,79.75545,629.59,601.69,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,27.9,4.431,1,0.0,5.09,0.0,11.66,22.1,24.54,27.32,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002084,2022-12-14,Chikla,Maharashtra,Bhandara,21.54169,79.75545,494.38,421.31,1.45,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,73.07,14.78,1,0.0,1.85,0.0,11.62,21.11,22.78,25.81,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002085,2022-12-15,Chikla,Maharashtra,Bhandara,21.54169,79.75545,561.79,528.42,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,33.37,5.94,1,0.0,1.45,0.0,8.53,20.31,21.17,24.39,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002086,2022-12-16,Chikla,Maharashtra,Bhandara,21.54169,79.75545,527.9,479.4,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,48.5,9.187,1,0.0,1.45,0.0,7.58,18.14,19.85,22.81,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002087,2022-12-17,Chikla,Maharashtra,Bhandara,21.54169,79.75545,596.68,524.55,1.86,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,72.13,12.089,1,0.0,1.86,0.0,8.4,17.0,18.48,21.45,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002088,2022-12-18,Chikla,Maharashtra,Bhandara,21.54169,79.75545,523.27,493.69,1.02,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,29.58,5.653,1,0.0,2.88,0.0,4.73,14.28,16.47,19.72,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002089,2022-12-19,Chikla,Maharashtra,Bhandara,21.54169,79.75545,561.69,513.76,1.12,6,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,47.93,8.533,1,0.0,4.0,0.0,5.45,13.74,15.01,18.1,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002090,2022-12-20,Chikla,Maharashtra,Bhandara,21.54169,79.75545,557.62,527.04,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,30.58,5.484,1,0.0,2.14,0.0,5.45,13.59,13.87,16.88,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002091,2022-12-21,Chikla,Maharashtra,Bhandara,21.54169,79.75545,526.31,484.51,0.35,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,41.8,7.942,1,0.0,1.47,0.0,4.35,12.38,13.24,15.63,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002092,2022-12-22,Chikla,Maharashtra,Bhandara,21.54169,79.75545,530.07,478.68,2.34,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,51.39,9.695,1,0.0,2.69,0.0,6.69,10.88,12.28,14.29,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002093,2022-12-23,Chikla,Maharashtra,Bhandara,21.54169,79.75545,599.58,547.98,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,51.6,8.606,1,0.0,2.69,0.0,6.69,10.78,11.35,13.24,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002094,2022-12-24,Chikla,Maharashtra,Bhandara,21.54169,79.75545,529.92,459.47,0.51,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,70.45,13.294,1,0.0,2.85,0.0,5.34,9.55,10.4,12.17,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002095,2022-12-25,Chikla,Maharashtra,Bhandara,21.54169,79.75545,547.39,462.19,4.39,91,5.75,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,85.2,15.565,1,5.75,4.9,5.75,8.71,13.75,11.36,12.1,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002096,2022-12-26,Chikla,Maharashtra,Bhandara,21.54169,79.75545,492.21,427.76,0.0,63,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,64.45,13.094,1,5.75,4.9,5.75,7.59,13.82,12.37,12.11,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002097,2022-12-27,Chikla,Maharashtra,Bhandara,21.54169,79.75545,494.63,466.44,1.28,72,6.78,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,28.19,5.699,1,12.53,5.67,12.53,8.87,19.47,15.68,12.95,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002098,2022-12-28,Chikla,Maharashtra,Bhandara,21.54169,79.75545,516.29,461.37,0.0,72,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,54.92,10.637,1,6.78,1.28,12.53,8.52,18.4,17.23,13.81,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002099,2022-12-29,Chikla,Maharashtra,Bhandara,21.54169,79.75545,544.05,482.43,2.12,0,2.38,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,61.62,11.326,1,9.16,3.4,14.91,8.3,21.92,19.93,15.38,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002100,2022-12-30,Chikla,Maharashtra,Bhandara,21.54169,79.75545,515.58,476.12,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,39.46,7.654,1,2.38,2.12,14.91,8.3,21.29,20.54,16.89,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002101,2022-12-31,Chikla,Maharashtra,Bhandara,21.54169,79.75545,504.65,467.24,1.46,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,37.41,7.413,1,2.38,3.58,14.91,9.25,20.05,21.09,18.39,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002102,2023-01-01,Chikla,Maharashtra,Bhandara,21.54169,79.75545,537.23,460.75,3.05,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,76.48,14.236,1,0.0,4.51,9.16,7.91,19.15,20.16,19.16,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002103,2023-01-02,Chikla,Maharashtra,Bhandara,21.54169,79.75545,503.6,466.96,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,36.64,7.276,1,0.0,4.51,9.16,7.91,18.5,19.23,19.83,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002104,2023-01-03,Chikla,Maharashtra,Bhandara,21.54169,79.75545,577.82,489.24,1.3,106,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,88.58,15.33,1,0.0,4.35,2.38,7.93,16.86,18.17,19.45,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002105,2023-01-04,Chikla,Maharashtra,Bhandara,21.54169,79.75545,482.83,423.97,3.74,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,58.86,12.191,1,0.0,5.04,2.38,11.67,16.35,17.24,19.16,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002106,2023-01-05,Chikla,Maharashtra,Bhandara,21.54169,79.75545,554.24,493.68,1.49,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,60.56,10.927,1,0.0,6.53,0.0,11.04,16.16,16.46,18.34,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002107,2023-01-06,Chikla,Maharashtra,Bhandara,21.54169,79.75545,594.77,508.65,2.99,0,2.45,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,86.12,14.48,1,2.45,8.22,2.45,14.03,17.07,16.53,17.73,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002108,2023-01-07,Chikla,Maharashtra,Bhandara,21.54169,79.75545,534.08,489.19,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,44.89,8.405,1,2.45,4.48,2.45,12.57,15.97,16.4,17.15,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002109,2023-01-08,Chikla,Maharashtra,Bhandara,21.54169,79.75545,519.16,449.28,2.05,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,69.88,13.46,1,2.45,5.04,2.45,11.57,15.54,16.19,16.64,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
