date,mine_name,base_capacity,rainfall_mm,rain_3d_mm,rain_7d_mm,soil_moisture_pct,equipment_downtime_hours,blast_delay_minutes,actual_rom_tonnes
2024-02-13,Balaghat,922.5,0.0,0.31,0.64,4.23,0.57,0.99,920.2
2024-02-14,Balaghat,922.5,0.0,0.0,0.64,4.22,0.0,3.1,944.79
2024-02-15,Balaghat,922.5,0.0,0.0,0.13,4.87,0.69,12.44,882.84
2024-02-16,Balaghat,922.5,0.0,0.0,0.13,5.21,0.65,12.99,898.9
2024-02-17,Balaghat,922.5,0.0,0.0,0.13,3.57,1.6,7.13,872.84
2024-02-18,Balaghat,922.5,0.0,0.0,0.0,3.78,0.42,6.21,924.12
2024-02-19,Balaghat,922.5,0.0,0.0,0.0,4.5,0.8,6.2,882.76
2024-02-20,Balaghat,922.5,0.0,0.0,0.0,3.0,0.4,6.22,915.32
2024-02-21,Balaghat,922.5,0.0,0.0,0.0,3.97,0.16,0.0,899.22
2024-02-22,Balaghat,922.5,0.0,0.0,0.0,3.41,0.36,12.77,903.62
2024-02-23,Balaghat,922.5,0.0,0.0,0.0,3.0,0.0,0.0,928.05
2024-02-24,Balaghat,922.5,0.0,0.0,0.0,3.97,0.69,0.0,915.39
2024-02-25,Balaghat,922.5,0.0,0.0,0.0,4.3,0.3,16.97,896.71
2024-02-26,Balaghat,922.5,0.0,0.0,0.0,3.0,3.27,47.65,816.12
2024-02-27,Balaghat,922.5,0.0,0.0,0.0,3.0,0.0,22.32,917.61
2024-02-28,Balaghat,922.5,0.0,0.0,0.0,3.15,1.9,12.22,901.06
2024-02-29,Balaghat,922.5,0.0,0.0,0.0,3.43,0.97,0.0,891.11
2024-03-01,Balaghat,922.5,0.0,0.0,0.0,4.74,1.72,3.91,881.16
2024-03-02,Balaghat,922.5,0.0,0.0,0.0,4.43,3.12,7.88,872.17
2024-03-03,Balaghat,922.5,0.0,0.0,0.0,5.03,1.05,2.92,891.22
2024-03-04,Balaghat,922.5,0.0,0.0,0.0,3.16,0.7,8.94,916.33
2024-03-05,Balaghat,922.5,0.0,0.0,0.0,3.0,1.25,26.78,868.5
2024-03-06,Balaghat,922.5,0.0,0.0,0.0,3.0,0.62,19.39,907.32
2024-03-07,Balaghat,922.5,2.92,0.97,0.42,3.0,0.2,9.96,876.65
2024-03-08,Balaghat,922.5,0.0,0.97,0.42,3.0,2.74,13.19,850.45
2024-03-09,Balaghat,922.5,0.0,0.97,0.42,3.0,0.82,0.0,871.81
2024-03-10,Balaghat,922.5,0.0,0.0,0.42,3.0,1.11,2.36,898.75
2024-03-11,Balaghat,922.5,0.0,0.0,0.42,3.0,1.59,3.51,875.12
2024-03-12,Balaghat,922.5,0.0,0.0,0.42,5.39,1.48,0.0,888.74
2024-03-13,Balaghat,922.5,0.0,0.0,0.42,4.58,0.57,3.27,880.58
2024-03-14,Balaghat,922.5,0.0,0.0,0.0,4.91,1.22,7.34,906.48
2024-03-15,Balaghat,922.5,0.0,0.0,0.0,3.89,2.65,0.0,863.52
2024-03-16,Balaghat,922.5,0.0,0.0,0.0,3.16,3.31,6.75,875.31
2024-03-17,Balaghat,922.5,0.0,0.0,0.0,3.0,0.64,1.11,911.63
2024-03-18,Balaghat,922.5,0.0,0.0,0.0,3.0,0.53,17.43,892.21
2024-03-19,Balaghat,922.5,0.0,0.0,0.0,3.0,0.0,16.47,919.04
2024-03-20,Balaghat,922.5,0.0,0.0,0.0,3.5,0.0,8.12,891.98
2024-03-21,Balaghat,922.5,0.0,0.0,0.0,3.0,1.04,11.32,896.2
2024-03-22,Balaghat,922.5,0.0,0.0,0.0,3.0,0.76,10.43,908.47
2024-03-23,Balaghat,922.5,0.0,0.0,0.0,3.11,0.6,5.18,885.95
2024-03-24,Balaghat,922.5,0.0,0.0,0.0,3.0,0.92,4.9,879.74
2024-03-25,Balaghat,922.5,0.0,0.0,0.0,3.0,1.37,3.8,884.37
2024-03-26,Balaghat,922.5,0.0,0.0,0.0,3.0,0.7,0.0,918.47
2024-03-27,Balaghat,922.5,0.0,0.0,0.0,3.0,0.48,2.05,918.03
2024-03-28,Balaghat,922.5,0.0,0.0,0.0,3.0,0.01,7.77,916.17
2024-03-29,Balaghat,922.5,0.0,0.0,0.0,3.0,3.16,16.94,837.92
2024-03-30,Balaghat,922.5,0.0,0.0,0.0,5.37,1.62,6.81,889.0
2024-03-31,Balaghat,922.5,0.0,0.0,0.0,5.06,0.76,5.45,913.34
2024-04-01,Balaghat,922.5,0.0,0.0,0.0,6.25,0.64,11.2,880.54
2024-04-02,Balaghat,922.5,0.0,0.0,0.0,4.65,0.57,9.48,902.11
2024-04-03,Balaghat,922.5,0.0,0.0,0.0,4.14,0.85,14.78,878.77
2024-04-04,Balaghat,922.5,0.0,0.0,0.0,3.19,2.47,0.0,883.2
2024-04-05,Balaghat,922.5,0.0,0.0,0.0,3.0,1.23,6.42,888.49
2024-04-06,Balaghat,922.5,0.0,0.0,0.0,3.0,1.65,5.5,859.74
2024-04-07,Balaghat,922.5,0.0,0.0,0.0,3.0,1.45,0.0,881.15
2024-04-08,Balaghat,922.5,0.0,0.0,0.0,3.52,5.27,1.47,788.51
2024-04-09,Balaghat,922.5,0.0,0.0,0.0,3.0,0.0,0.0,942.61
2024-04-10,Balaghat,922.5,0.0,0.0,0.0,3.0,1.52,9.42,887.65
2024-04-11,Balaghat,922.5,0.0,0.0,0.0,3.0,1.35,25.55,874.13
2024-04-12,Balaghat,922.5,0.0,0.0,0.0,3.0,0.21,3.59,887.14
2024-04-13,Balaghat,922.5,0.0,0.0,0.0,3.0,2.77,18.25,853.36
2024-04-14,Balaghat,922.5,0.0,0.0,0.0,3.0,1.54,28.31,877.03
2024-04-15,Balaghat,922.5,0.0,0.0,0.0,3.08,1.02,7.72,893.93
2024-04-16,Balaghat,922.5,3.71,1.24,0.53,7.38,0.0,32.0,900.38
2024-04-17,Balaghat,922.5,0.0,1.24,0.53,8.42,2.53,0.0,867.95
2024-04-18,Balaghat,922.5,0.0,1.24,0.53,8.4,0.0,5.16,939.32
2024-04-19,Balaghat,922.5,0.0,0.0,0.53,6.97,3.28,6.72,866.77
2024-04-20,Balaghat,922.5,0.0,0.0,0.53,6.81,1.11,14.5,859.25
2024-04-21,Balaghat,922.5,0.0,0.0,0.53,4.74,0.95,0.0,893.81
2024-04-22,Balaghat,922.5,0.0,0.0,0.53,3.0,0.66,10.58,910.42
2024-04-23,Balaghat,922.5,0.0,0.0,0.0,3.0,1.03,16.48,910.9
2024-04-24,Balaghat,922.5,0.0,0.0,0.0,3.21,0.0,18.49,920.0
2024-04-25,Balaghat,922.5,0.0,0.0,0.0,3.26,4.45,30.66,797.46
2024-04-26,Balaghat,922.5,0.0,0.0,0.0,4.53,0.16,17.92,897.22
2024-04-27,Balaghat,922.5,0.0,0.0,0.0,9.09,1.12,1.49,898.33
2024-04-28,Balaghat,922.5,0.0,0.0,0.0,10.04,1.27,9.54,907.23
2024-04-29,Balaghat,922.5,0.0,0.0,0.0,8.45,0.57,1.0,919.99
2024-04-30,Balaghat,922.5,0.0,0.0,0.0,6.32,2.09,9.53,845.9
2024-05-01,Balaghat,922.5,0.0,0.0,0.0,7.53,1.55,1.88,901.05
2024-05-02,Balaghat,922.5,0.0,0.0,0.0,5.81,2.22,13.28,883.95
2024-05-03,Balaghat,922.5,0.0,0.0,0.0,5.32,1.01,11.26,879.65
2024-05-04,Balaghat,922.5,18.9,6.3,2.7,11.38,1.17,25.94,916.15
2024-05-05,Balaghat,922.5,14.23,11.04,4.73,14.05,0.27,7.03,888.73
2024-05-06,Balaghat,922.5,0.0,11.04,4.73,13.01,0.8,3.07,901.48
2024-05-07,Balaghat,922.5,0.0,4.74,4.73,14.34,0.31,13.91,894.73
2024-05-08,Balaghat,922.5,0.0,0.0,4.73,12.72,0.61,0.53,918.74
2024-05-09,Balaghat,922.5,0.0,0.0,4.73,13.5,0.62,2.58,904.95
2024-05-10,Balaghat,922.5,0.0,0.0,4.73,11.48,0.0,4.12,896.03
2024-05-11,Balaghat,922.5,0.0,0.0,2.03,9.71,3.41,8.75,848.35
2024-05-12,Balaghat,922.5,13.51,4.5,1.93,13.95,0.56,9.41,882.07
2024-05-13,Balaghat,922.5,0.0,4.5,1.93,13.59,2.77,4.78,843.03
2024-05-14,Balaghat,922.5,16.79,10.1,4.33,18.45,0.4,5.09,913.69
2024-05-15,Balaghat,922.5,0.0,5.6,4.33,15.48,1.17,12.58,867.71
2024-05-16,Balaghat,922.5,0.0,5.6,4.33,15.35,2.47,10.55,846.92
2024-05-17,Balaghat,922.5,24.19,8.06,7.79,23.38,0.62,8.8,907.14
2024-05-18,Balaghat,922.5,0.0,8.06,7.79,22.54,0.54,4.73,899.36
2024-05-19,Balaghat,922.5,9.52,11.24,7.21,25.85,0.57,0.0,906.25
2024-05-20,Balaghat,922.5,0.0,3.17,7.21,24.31,0.52,4.78,904.78
2024-05-21,Balaghat,922.5,0.0,3.17,4.82,25.27,1.37,0.0,890.14
2024-05-22,Balaghat,922.5,0.0,0.0,4.82,24.04,0.0,40.5,900.5
2024-05-23,Balaghat,922.5,0.0,0.0,4.82,24.0,1.39,12.26,863.59
2024-05-24,Balaghat,922.5,0.0,0.0,1.36,23.69,0.0,0.0,927.57
2024-05-25,Balaghat,922.5,0.0,0.0,1.36,21.36,0.73,27.75,876.23
2024-05-26,Balaghat,922.5,0.0,0.0,0.0,19.46,0.87,0.21,912.85
2024-05-27,Balaghat,922.5,16.07,5.36,2.3,23.72,1.78,0.0,874.88
2024-05-28,Balaghat,922.5,0.0,5.36,2.3,21.35,0.77,28.15,873.99
2024-05-29,Balaghat,922.5,0.0,5.36,2.3,19.8,0.04,0.0,935.89
2024-05-30,Balaghat,922.5,0.0,0.0,2.3,20.0,0.64,6.36,922.57
2024-05-31,Balaghat,922.5,0.0,0.0,2.3,19.75,1.27,15.91,880.76
2024-06-01,Balaghat,922.5,56.88,18.96,10.42,38.02,1.31,13.05,851.82
2024-06-02,Balaghat,922.5,44.28,33.72,16.75,50.4,1.13,17.36,799.96
2024-06-03,Balaghat,922.5,0.0,33.72,14.45,48.98,3.2,16.16,751.18
2024-06-04,Balaghat,922.5,86.39,43.56,26.79,60.0,2.18,12.72,734.21
2024-06-05,Balaghat,922.5,46.56,44.32,33.44,60.0,1.44,4.67,783.86
2024-06-06,Balaghat,922.5,0.0,44.32,33.44,56.76,2.34,3.25,776.74
2024-06-07,Balaghat,922.5,0.0,15.52,33.44,53.47,1.09,17.57,786.55
2024-06-08,Balaghat,922.5,51.22,17.07,32.64,60.0,1.69,22.48,769.42
2024-06-09,Balaghat,922.5,48.81,33.34,33.28,60.0,0.21,0.66,781.65
2024-06-10,Balaghat,922.5,32.14,44.06,37.87,60.0,0.04,5.49,792.26
2024-06-11,Balaghat,922.5,28.98,36.64,29.67,60.0,0.75,14.18,792.85
2024-06-12,Balaghat,922.5,0.0,20.37,23.02,56.52,1.26,21.57,769.46
2024-06-13,Balaghat,922.5,0.0,9.66,23.02,54.27,2.77,40.08,752.33
2024-06-14,Balaghat,922.5,32.56,10.85,27.67,60.0,0.6,10.23,811.15
2024-06-15,Balaghat,922.5,48.9,27.16,27.34,60.0,0.72,5.93,756.57
2024-06-16,Balaghat,922.5,5.82,29.1,21.2,56.28,1.57,0.0,774.81
2024-06-17,Balaghat,922.5,0.0,18.24,16.61,54.37,1.8,0.0,795.89
2024-06-18,Balaghat,922.5,37.27,14.36,17.79,60.0,1.33,7.72,781.7
2024-06-19,Balaghat,922.5,0.0,12.42,17.79,55.08,1.47,2.74,798.22
2024-06-20,Balaghat,922.5,37.52,24.93,23.15,60.0,1.41,1.45,797.66
2024-06-21,Balaghat,922.5,13.93,17.15,20.49,60.0,0.74,17.12,789.67
2024-06-22,Balaghat,922.5,0.0,17.15,13.51,56.7,1.06,5.85,792.3
2024-06-23,Balaghat,922.5,62.32,25.42,21.58,60.0,1.11,4.22,753.95
2024-06-24,Balaghat,922.5,0.0,20.77,21.58,57.16,1.74,10.71,739.91
2024-06-25,Balaghat,922.5,0.0,20.77,16.25,54.35,0.86,12.05,801.15
2024-06-26,Balaghat,922.5,0.77,0.26,16.36,49.74,1.36,29.64,797.03
2024-06-27,Balaghat,922.5,26.03,8.93,14.72,56.57,0.21,7.04,831.3
2024-06-28,Balaghat,922.5,93.78,40.19,26.13,60.0,1.41,7.75,747.57
2024-06-29,Balaghat,922.5,26.71,48.84,29.94,60.0,2.09,24.14,778.97
2024-06-30,Balaghat,922.5,9.6,43.36,22.41,60.0,0.89,20.67,762.49
2024-07-01,Balaghat,922.5,0.0,12.1,22.41,56.37,1.04,8.71,787.83
2024-07-02,Balaghat,922.5,57.23,22.28,30.59,60.0,0.0,22.1,747.69
2024-07-03,Balaghat,922.5,41.59,32.94,36.42,60.0,1.92,15.57,787.02
2024-07-04,Balaghat,922.5,87.74,62.19,45.24,60.0,1.86,6.73,751.12
2024-07-05,Balaghat,922.5,0.0,43.11,31.84,54.6,0.32,2.42,818.12
2024-07-06,Balaghat,922.5,46.99,44.91,34.74,60.0,2.08,0.0,792.71
2024-07-07,Balaghat,922.5,54.04,33.67,41.08,60.0,2.82,9.5,741.46
2024-07-08,Balaghat,922.5,89.99,63.67,53.94,60.0,1.55,10.32,745.82
2024-07-09,Balaghat,922.5,0.0,48.01,45.76,55.86,0.73,2.79,803.61
2024-07-10,Balaghat,922.5,0.0,30.0,39.82,53.42,0.48,0.0,819.27
2024-07-11,Balaghat,922.5,107.03,35.68,42.58,60.0,1.43,13.51,710.92
2024-07-12,Balaghat,922.5,0.0,35.68,42.58,57.95,1.29,14.79,791.03
2024-07-13,Balaghat,922.5,26.91,44.65,39.71,60.0,0.03,3.64,802.51
2024-07-14,Balaghat,922.5,0.0,8.97,31.99,58.86,1.21,9.92,809.25
2024-07-15,Balaghat,922.5,62.05,29.65,28.0,60.0,1.24,4.69,753.28
2024-07-16,Balaghat,922.5,59.7,40.58,36.53,60.0,0.51,2.73,796.05
2024-07-17,Balaghat,922.5,0.0,40.58,36.53,57.92,1.87,0.0,761.46
2024-07-18,Balaghat,922.5,119.2,59.63,38.26,60.0,1.68,27.52,694.87
2024-07-19,Balaghat,922.5,0.0,39.73,38.26,55.09,1.83,11.98,783.61
2024-07-20,Balaghat,922.5,32.86,50.69,39.12,60.0,0.0,16.97,821.01
2024-07-21,Balaghat,922.5,14.1,15.65,41.13,60.0,1.94,24.13,753.92
2024-07-22,Balaghat,922.5,99.19,48.72,46.44,60.0,2.04,4.94,707.59
2024-07-23,Balaghat,922.5,54.56,55.95,45.7,60.0,3.9,2.05,734.67
2024-07-24,Balaghat,922.5,0.0,51.25,45.7,56.32,0.85,0.0,797.0
2024-07-25,Balaghat,922.5,48.25,34.27,35.57,60.0,1.09,0.0,797.38
2024-07-26,Balaghat,922.5,28.81,25.69,39.68,60.0,1.29,21.47,756.26
2024-07-27,Balaghat,922.5,14.55,30.53,37.06,60.0,0.36,0.0,799.42
2024-07-28,Balaghat,922.5,0.0,14.45,35.05,58.18,0.73,5.32,802.77
2024-07-29,Balaghat,922.5,57.5,24.01,29.09,60.0,1.83,14.2,792.17
2024-07-30,Balaghat,922.5,0.0,19.17,21.3,57.81,1.16,17.91,792.91
2024-07-31,Balaghat,922.5,0.0,19.17,21.3,52.96,0.42,15.8,800.02
2024-08-01,Balaghat,922.5,0.0,0.0,14.41,49.39,0.46,1.47,829.64
2024-08-02,Balaghat,922.5,0.0,0.0,10.29,47.5,2.98,7.13,809.58
2024-08-03,Balaghat,922.5,0.0,0.0,8.21,43.56,2.02,14.64,791.09
2024-08-04,Balaghat,922.5,27.71,9.24,12.17,49.76,1.4,2.44,802.88
2024-08-05,Balaghat,922.5,8.74,12.15,5.21,50.05,1.99,5.66,791.32
2024-08-06,Balaghat,922.5,108.49,48.31,20.71,60.0,2.26,18.53,698.46
2024-08-07,Balaghat,922.5,0.0,39.08,20.71,57.4,1.74,0.0,786.58
2024-08-08,Balaghat,922.5,0.0,36.16,20.71,54.43,0.22,0.0,822.67
2024-08-09,Balaghat,922.5,0.0,0.0,20.71,52.31,0.77,11.28,804.38
2024-08-10,Balaghat,922.5,16.84,5.61,23.11,55.69,2.18,14.96,759.06
2024-08-11,Balaghat,922.5,0.0,5.61,19.15,52.65,0.52,10.92,816.28
2024-08-12,Balaghat,922.5,24.59,13.81,21.42,57.21,0.82,7.25,814.18
2024-08-13,Balaghat,922.5,37.33,20.64,11.25,60.0,5.04,21.93,683.88
2024-08-14,Balaghat,922.5,0.0,20.64,11.25,57.66,2.77,10.28,774.56
2024-08-15,Balaghat,922.5,0.0,12.44,11.25,51.84,0.0,11.81,861.26
2024-08-16,Balaghat,922.5,0.0,0.0,11.25,47.43,0.0,3.31,839.22
2024-08-17,Balaghat,922.5,90.69,30.23,21.8,60.0,1.89,30.97,697.66
2024-08-18,Balaghat,922.5,46.69,45.79,28.47,60.0,0.57,1.33,782.36
2024-08-19,Balaghat,922.5,0.0,45.79,24.96,55.9,2.1,9.91,775.54
2024-08-20,Balaghat,922.5,21.97,22.89,22.76,57.98,1.56,10.79,832.24
2024-08-21,Balaghat,922.5,25.95,15.97,26.47,60.0,0.26,10.76,808.56
2024-08-22,Balaghat,922.5,0.0,15.97,26.47,58.1,0.8,3.16,807.26
2024-08-23,Balaghat,922.5,88.4,38.12,39.1,60.0,0.24,5.64,763.89
2024-08-24,Balaghat,922.5,71.53,53.31,36.36,60.0,0.85,4.79,784.36
2024-08-25,Balaghat,922.5,63.1,74.34,38.71,60.0,1.33,8.74,757.5
2024-08-26,Balaghat,922.5,44.13,59.58,45.01,60.0,0.81,7.01,751.28
2024-08-27,Balaghat,922.5,0.0,35.74,41.87,54.15,0.99,25.9,761.6
2024-08-28,Balaghat,922.5,26.34,23.49,41.93,60.0,0.0,5.86,812.44
2024-08-29,Balaghat,922.5,47.2,24.51,48.67,60.0,0.31,5.25,822.01
2024-08-30,Balaghat,922.5,0.0,24.51,36.04,55.94,0.83,6.67,795.02
2024-08-31,Balaghat,922.5,25.87,24.36,29.52,60.0,0.33,24.84,799.63
2024-09-01,Balaghat,922.5,33.81,19.9,25.34,60.0,1.2,24.5,786.36
2024-09-02,Balaghat,922.5,0.0,19.9,19.03,56.73,1.26,10.4,789.62
2024-09-03,Balaghat,922.5,201.71,78.51,47.85,60.0,5.02,26.07,510.59
2024-09-04,Balaghat,922.5,0.0,67.24,44.08,55.76,0.86,11.69,774.93
2024-09-05,Balaghat,922.5,0.0,67.24,37.34,52.91,1.26,1.47,818.71
2024-09-06,Balaghat,922.5,20.27,6.76,40.24,56.56,2.52,0.0,755.61
2024-09-07,Balaghat,922.5,0.0,6.76,36.54,52.0,0.08,0.0,817.58
2024-09-08,Balaghat,922.5,82.63,34.3,43.52,60.0,0.2,10.26,753.92
2024-09-09,Balaghat,922.5,0.0,27.54,43.52,56.95,1.14,17.69,796.35
2024-09-10,Balaghat,922.5,119.54,67.39,31.78,60.0,1.8,30.24,672.99
2024-09-11,Balaghat,922.5,0.0,39.85,31.78,57.18,0.69,0.0,800.87
2024-09-12,Balaghat,922.5,72.16,63.9,42.08,60.0,1.12,10.09,765.08
2024-09-13,Balaghat,922.5,0.0,24.05,39.19,57.27,0.9,0.0,832.83
2024-09-14,Balaghat,922.5,0.0,24.05,39.19,52.57,0.0,30.48,804.92
2024-09-15,Balaghat,922.5,40.62,13.54,33.19,60.0,0.12,7.04,805.63
2024-09-16,Balaghat,922.5,29.97,23.53,37.47,60.0,1.26,13.11,783.17
2024-09-17,Balaghat,922.5,49.64,40.08,27.48,60.0,0.81,16.55,784.24
2024-09-18,Balaghat,922.5,24.52,34.71,30.99,60.0,0.87,0.0,805.73
2024-09-19,Balaghat,922.5,203.86,92.67,49.8,60.0,5.19,29.23,510.83
2024-09-20,Balaghat,922.5,41.84,90.07,55.78,60.0,0.3,0.0,801.03
2024-09-21,Balaghat,922.5,80.76,108.82,67.32,60.0,4.18,8.86,680.43
2024-09-22,Balaghat,922.5,45.02,55.87,67.94,60.0,0.73,3.68,785.74
2024-09-23,Balaghat,922.5,0.0,41.93,63.66,58.31,0.0,10.07,810.82
2024-09-24,Balaghat,922.5,0.0,15.01,56.57,55.69,2.9,8.61,777.12
2024-09-25,Balaghat,922.5,0.0,0.0,53.07,53.89,4.07,0.0,757.74
2024-09-26,Balaghat,922.5,58.82,19.61,32.35,60.0,2.98,26.29,734.33
2024-09-27,Balaghat,922.5,21.17,26.66,29.4,60.0,1.28,7.05,766.17
2024-09-28,Balaghat,922.5,80.69,53.56,29.39,60.0,4.09,7.0,697.64
2024-09-29,Balaghat,922.5,31.7,44.52,27.48,60.0,0.78,0.92,812.35
2024-09-30,Balaghat,922.5,0.0,37.46,27.48,57.72,0.2,45.39,787.82
2024-10-01,Balaghat,922.5,0.0,10.57,27.48,52.61,2.7,4.13,753.35
2024-10-02,Balaghat,922.5,0.0,0.0,27.48,47.0,0.86,25.8,802.83
2024-10-03,Balaghat,922.5,0.0,0.0,19.08,43.66,2.71,6.47,800.75
2024-10-04,Balaghat,922.5,0.0,0.0,16.06,41.35,0.94,8.41,818.35
2024-10-05,Balaghat,922.5,0.0,0.0,4.53,39.65,1.81,15.8,808.24
2024-10-06,Balaghat,922.5,0.0,0.0,0.0,38.24,0.41,27.73,828.41
2024-10-07,Balaghat,922.5,4.69,1.56,0.67,37.43,0.0,11.52,884.69
2024-10-08,Balaghat,922.5,0.0,1.56,0.67,35.44,0.0,4.76,871.43
2024-10-09,Balaghat,922.5,0.0,1.56,0.67,34.18,2.25,11.07,839.61
2024-10-10,Balaghat,922.5,0.0,0.0,0.67,28.43,1.08,0.0,885.08
2024-10-11,Balaghat,922.5,0.0,0.0,0.67,28.08,2.6,1.1,858.35
2024-10-12,Balaghat,922.5,0.0,0.0,0.67,24.2,0.88,4.22,894.08
2024-10-13,Balaghat,922.5,0.0,0.0,0.67,23.95,1.78,0.28,872.18
2024-10-14,Balaghat,922.5,14.81,4.94,2.12,26.2,1.02,4.72,885.35
2024-10-15,Balaghat,922.5,0.0,4.94,2.12,22.83,0.29,10.21,895.53
2024-10-16,Balaghat,922.5,0.0,4.94,2.12,20.93,0.18,0.88,913.22
2024-10-17,Balaghat,922.5,0.0,0.0,2.12,19.21,0.42,0.23,901.92
2024-10-18,Balaghat,922.5,0.0,0.0,2.12,18.15,1.36,0.0,908.2
2024-10-19,Balaghat,922.5,0.0,0.0,2.12,16.83,0.38,7.4,917.7
2024-10-20,Balaghat,922.5,2.74,0.91,2.51,15.86,0.32,10.09,909.86
2024-10-21,Balaghat,922.5,0.0,0.91,0.39,16.44,0.97,6.66,912.19
2024-10-22,Balaghat,922.5,0.0,0.91,0.39,14.21,0.63,28.04,882.89
2024-10-23,Balaghat,922.5,0.0,0.0,0.39,11.48,0.04,4.31,906.69
2024-10-24,Balaghat,922.5,22.59,7.53,3.62,18.54,0.61,5.75,911.86
2024-10-25,Balaghat,922.5,0.0,7.53,3.62,20.75,0.61,0.11,895.35
2024-10-26,Balaghat,922.5,20.19,14.26,6.5,25.4,1.25,31.73,872.36
2024-10-27,Balaghat,922.5,0.0,6.73,6.11,23.45,2.61,6.38,858.58
2024-10-28,Balaghat,922.5,0.0,6.73,6.11,22.99,0.93,0.0,900.54
2024-10-29,Balaghat,922.5,0.0,0.0,6.11,19.05,0.39,9.16,925.53
2024-10-30,Balaghat,922.5,0.0,0.0,6.11,19.99,1.25,0.0,908.85
2024-10-31,Balaghat,922.5,0.0,0.0,2.88,18.68,0.57,10.06,922.23
2024-11-01,Balaghat,922.5,0.0,0.0,2.88,14.99,0.69,0.0,885.16
2024-11-02,Balaghat,922.5,0.0,0.0,0.0,12.93,1.24,16.41,908.44
2024-11-03,Balaghat,922.5,0.0,0.0,0.0,9.95,0.23,23.96,918.23
2024-11-04,Balaghat,922.5,0.0,0.0,0.0,9.56,1.82,19.74,842.44
2024-11-05,Balaghat,922.5,0.0,0.0,0.0,9.91,2.04,10.2,876.26
2024-11-06,Balaghat,922.5,0.0,0.0,0.0,7.92,0.87,11.94,885.4
2024-11-07,Balaghat,922.5,0.68,0.23,0.1,8.3,1.41,24.64,855.77
2024-11-08,Balaghat,922.5,0.0,0.23,0.1,6.63,1.57,9.38,854.26
2024-11-09,Balaghat,922.5,0.0,0.23,0.1,4.03,0.32,5.79,929.58
2024-11-10,Balaghat,922.5,0.0,0.0,0.1,3.0,0.32,0.63,923.09
2024-11-11,Balaghat,922.5,0.0,0.0,0.1,3.65,0.42,36.64,890.2
2024-11-12,Balaghat,922.5,0.0,0.0,0.1,3.0,3.1,8.16,855.59
2024-11-13,Balaghat,922.5,0.0,0.0,0.1,3.0,2.05,2.03,882.94
2024-11-14,Balaghat,922.5,0.0,0.0,0.0,3.75,0.8,1.78,873.72
2024-11-15,Balaghat,922.5,0.44,0.15,0.06,3.0,1.5,0.0,876.62
2024-11-16,Balaghat,922.5,0.0,0.15,0.06,3.81,0.67,6.4,897.0
2024-11-17,Balaghat,922.5,0.0,0.15,0.06,4.54,0.0,17.95,917.22
2024-11-18,Balaghat,922.5,5.83,1.94,0.9,4.1,1.29,11.56,901.75
2024-11-19,Balaghat,922.5,2.32,2.72,1.23,3.95,0.78,14.42,908.5
2024-11-20,Balaghat,922.5,0.0,2.72,1.23,3.97,2.26,2.67,862.04
2024-11-21,Balaghat,922.5,0.0,0.77,1.23,3.0,1.63,1.58,888.88
2024-11-22,Balaghat,922.5,3.16,1.05,1.62,3.39,0.0,7.42,889.68
2024-11-23,Balaghat,922.5,0.0,1.05,1.62,3.06,1.73,0.0,886.02
2024-11-24,Balaghat,922.5,0.0,1.05,1.62,3.0,6.28,6.6,781.04
2024-11-25,Balaghat,922.5,0.0,0.0,0.78,3.0,0.0,0.0,917.95
2024-11-26,Balaghat,922.5,0.0,0.0,0.45,3.0,0.08,7.2,906.12
2024-11-27,Balaghat,922.5,0.0,0.0,0.45,3.0,2.13,6.85,868.06
2024-11-28,Balaghat,922.5,0.0,0.0,0.45,3.0,0.27,23.59,915.76
2024-11-29,Balaghat,922.5,0.0,0.0,0.0,3.0,1.27,12.25,884.81
2024-11-30,Balaghat,922.5,0.0,0.0,0.0,4.22,1.07,10.67,910.15
2024-12-01,Balaghat,922.5,0.0,0.0,0.0,4.43,1.05,5.45,895.71
2024-12-02,Balaghat,922.5,0.0,0.0,0.0,4.67,0.83,1.76,896.4
2024-12-03,Balaghat,922.5,0.0,0.0,0.0,5.75,1.36,2.27,911.77
2024-12-04,Balaghat,922.5,0.0,0.0,0.0,4.37,0.96,10.07,889.2
2024-12-05,Balaghat,922.5,0.0,0.0,0.0,4.78,1.71,6.66,862.4
2024-12-06,Balaghat,922.5,0.0,0.0,0.0,4.2,1.05,6.98,885.97
2024-12-07,Balaghat,922.5,0.0,0.0,0.0,3.0,1.11,1.43,883.68
2024-12-08,Balaghat,922.5,0.0,0.0,0.0,3.0,1.59,9.63,901.59
2024-12-09,Balaghat,922.5,0.0,0.0,0.0,4.39,0.52,12.86,916.44
2024-12-10,Balaghat,922.5,0.0,0.0,0.0,3.44,0.35,0.0,944.57
2024-12-11,Balaghat,922.5,0.0,0.0,0.0,3.01,0.19,22.72,866.93
2024-12-12,Balaghat,922.5,0.0,0.0,0.0,3.0,0.0,4.76,937.43
2024-12-13,Balaghat,922.5,0.0,0.0,0.0,3.0,0.39,1.87,910.71
2024-12-14,Balaghat,922.5,0.0,0.0,0.0,3.0,0.73,6.27,907.59
2024-12-15,Balaghat,922.5,0.0,0.0,0.0,3.91,0.0,27.04,887.92
2024-12-16,Balaghat,922.5,0.0,0.0,0.0,3.77,1.39,2.99,901.55
2024-12-17,Balaghat,922.5,0.0,0.0,0.0,4.1,1.57,0.0,864.98
