"record_id","source_record_id","date","mine_name","state","district","scenario_type","action","target_rom_tonnes","actual_rom_tonnes","shortfall_tonnes","shortfall_pct","equipment_downtime_hours","downtime_3d_hours","blast_delay_minutes","rainfall_mm","rain_3d_mm","rain_7d_mm","avg_mn_grade_pct","resources_allocated","duration_hours","action_intensity","available_equipment_pct","available_pumps","labor_available_pct","stockpile_available_tonnes","quality_uplift_pct","recovered_tonnage","remaining_shortfall","action_cost","revenue_saved","net_benefit"
"M4V2-001394","PROD-000070","2022-06-09","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","583.88","529.15","54.73","9.3735","1.44","4.24","0.0","18.23","49.88","142.8","29.853","84.89","23.57","0.265","","","80.01","","","2.981","51.749","6052.57","1854.0","-4198.57"
"M4V2-001395","PROD-000070","2022-06-09","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","583.88","529.15","54.73","9.3735","1.44","4.24","0.0","18.23","49.88","142.8","29.853","69.83","14.14","0.743","","","67.61","","","2.495","52.235","4736.09","2322.0","-2414.09"
"M4V2-001396","PROD-000070","2022-06-09","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","583.88","529.15","54.73","9.3735","1.44","4.24","0.0","18.23","49.88","142.8","29.853","55.31","23.0","0.201","","","63.37","","","2.805","51.925","4997.17","1593.0","-3404.17"
"M4V2-001397","PROD-000070","2022-06-09","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","583.88","529.15","54.73","9.3735","1.44","4.24","0.0","18.23","49.88","142.8","29.853","49.74","8.47","0.282","","","","119.14","2.199","2.561","52.169","3254.66","1510.01","-1744.65"
"M4V2-001398","PROD-000070","2022-06-09","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","583.88","529.15","54.73","9.3735","1.44","4.24","0.0","18.23","49.88","142.8","29.853","40.32","12.29","0.589","","","","211.96","2.906","5.03","49.7","3275.18","7899.69","4624.51"
"M4V2-001399","PROD-000070","2022-06-09","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","583.88","529.15","54.73","9.3735","1.44","4.24","0.0","18.23","49.88","142.8","29.853","98.76","9.5","0.231","","","","0.16","2.881","2.278","52.452","4443.21","0.0","-4443.21"
"M4V2-001400","PROD-000070","2022-06-09","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","583.88","529.15","54.73","9.3735","1.44","4.24","0.0","18.23","49.88","142.8","29.853","63.36","15.57","0.574","","","","362.25","4.397","6.462","48.268","4012.63","34518.54","30505.91"
"M4V2-001401","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","51.54","20.64","0.594","81.35","","","","","1.181","27.069","7409.33","2430.0","-4979.33"
"M4V2-001402","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","64.18","4.92","0.34","81.68","","","","","1.132","27.118","5638.71","1512.0","-4126.71"
"M4V2-001403","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","79.86","8.07","0.203","90.13","","","","","1.079","27.171","6676.64","1413.0","-5263.64"
"M4V2-001404","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","67.55","15.73","0.838","89.42","","","","","1.575","26.675","7406.86","2583.0","-4823.86"
"M4V2-001405","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","35.09","12.79","0.149","","9.0","","","","1.602","26.648","8664.04","4797.0","-3867.04"
"M4V2-001406","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","76.2","4.5","0.781","","4.0","","","","2.045","26.205","9381.3","8010.0","-1371.3"
"M4V2-001407","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","12.85","4.83","0.545","","4.0","","","","1.424","26.826","5136.29","2871.0","-2265.29"
"M4V2-001408","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","91.44","23.37","0.156","","8.0","","","","2.227","26.023","13834.28","9909.0","-3925.28"
"M4V2-001409","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","62.46","18.19","0.835","88.51","","","","","1.324","26.926","16002.83","1881.0","-14121.83"
"M4V2-001410","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","68.2","10.18","0.631","89.17","","","","","1.369","26.881","13496.29","1467.0","-12029.29"
"M4V2-001411","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","58.9","7.69","0.527","84.05","","","","","1.029","27.221","12243.74","927.0","-11316.74"
"M4V2-001412","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","68.57","18.99","0.842","100.0","","","","","1.723","26.527","16187.91","2286.0","-13901.91"
"M4V2-001413","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","54.85","8.14","0.625","","","92.49","","","1.154","27.096","3585.79","243.0","-3342.79"
"M4V2-001414","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","18.09","16.3","0.644","","","72.69","","","1.058","27.192","3016.26","207.0","-2809.26"
"M4V2-001415","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","77.65","5.02","0.184","","","84.23","","","0.944","27.306","4153.18","198.0","-3955.18"
"M4V2-001416","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","84.29","13.36","0.207","","","80.56","","","1.139","27.111","5153.18","324.0","-4829.18"
"M4V2-001417","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","72.63","23.51","0.857","","","","354.4","4.717","4.51","23.74","4807.53","41325.3","36517.77"
"M4V2-001418","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","65.83","1.86","0.881","","","","318.5","5.729","3.66","24.59","3211.41","12845.56","9634.15"
"M4V2-001419","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","38.9","10.5","0.172","","","","225.05","1.513","2.144","26.106","3072.5","2332.11","-740.39"
"M4V2-001420","PROD-000071","2022-06-10","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","565.51","537.26","28.25","4.9955","0.21","3.01","0.0","14.15","56.99","124.71","29.853","63.96","9.34","0.112","","","","230.81","2.004","2.25","26","3667.0","3151.02","-515.98"
"M4V2-001421","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","53.15","12.04","0.932","100.0","","","","","2.744","46.196","6362.29","10656.0","4293.71"
"M4V2-001422","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","65.69","16.25","0.882","86.56","","","","","2.556","46.384","7486.79","12087.0","4600.21"
"M4V2-001423","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","91.86","6.2","0.143","95.67","","","","","2.335","46.605","7049.35","6048.0","-1001.35"
"M4V2-001424","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","98.2","14.21","0.701","100.0","","","","","2.647","46.293","8401.03","13599.0","5197.97"
"M4V2-001425","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","8.26","17.91","0.604","","8.0","","","","2.857","46.083","7812.77","6876.0","-936.77"
"M4V2-001426","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","57.55","18.67","0.844","","7.0","","","","2.762","46.178","10888.18","11115.0","226.82"
"M4V2-001427","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","26.53","17.65","0.619","","6.0","","","","2.392","46.548","8889.79","7515.0","-1374.79"
"M4V2-001428","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","10.17","23.97","0.313","","1.0","","","","2.381","46.559","9487.85","2160.0","-7327.85"
"M4V2-001429","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","96.61","3.95","0.332","100.0","","","","","1.872","47.068","13496.04","675.0","-12821.04"
"M4V2-001430","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","66.29","12.41","0.19","93.73","","","","","2.038","46.902","13688.05","918.0","-12770.05"
"M4V2-001431","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","24.67","9.32","0.616","100.0","","","","","1.626","47.314","9078.87","828.0","-8250.87"
"M4V2-001432","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","91.11","10.95","0.867","100.0","","","","","2.908","46.032","15754.54","1620.0","-14134.54"
"M4V2-001433","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","10.37","23.55","0.562","","","83.08","","","2.285","46.655","3505.91","5157.0","1651.09"
"M4V2-001434","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","16.37","23.38","0.552","","","97.66","","","2.291","46.649","3721.15","5418.0","1696.85"
"M4V2-001435","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","5.06","18.21","0.504","","","80.79","","","2.351","46.589","2808.83","3555.0","746.17"
"M4V2-001436","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","33.23","13.3","0.124","","","100.0","","","1.935","47.005","3366.97","3465.0","98.03"
"M4V2-001437","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","7.03","4.73","0.843","","","","302.69","6.0","4.325","44.615","1938.32","8777.16","6838.84"
"M4V2-001438","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","45.21","9.82","0.532","","","","176.87","3.851","4.144","44.796","3334.44","5620.47","2286.03"
"M4V2-001439","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","65.27","6.58","0.924","","","","231.65","6.0","5.589","43.351","3669.71","13228.92","9559.21"
"M4V2-001440","PROD-000072","2022-06-11","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","533.63","484.69","48.94","9.1711","0.0","1.65","43.0","0.0","32.38","64.03","29.853","30.11","20.11","0.888","","","","292.63","4.495","5.187","43.753","3334.67","33511.92","30177.25"
"M4V2-001441","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","86.79","8.91","0.676","79.9","","","","","5.837","88.243","7416.15","10494.0","3077.85"
"M4V2-001442","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","68.31","23.42","0.112","84.11","","","","","5.566","88.514","8664.9","9297.0","632.1"
"M4V2-001443","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","62.98","2.43","0.113","83.48","","","","","4.298","89.782","5174.14","3411.0","-1763.14"
"M4V2-001444","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","41.21","1.49","0.587","72.39","","","","","4.389","89.691","4081.35","3897.0","-184.35"
"M4V2-001445","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","5.05","8.6","0.77","","1.0","","","","3.245","90.835","5993.69","1773.0","-4220.69"
"M4V2-001446","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","61.49","6.91","0.25","","7.0","","","","4.089","89.991","8546.31","4608.0","-3938.31"
"M4V2-001447","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","57.91","21.85","0.145","","4.0","","","","4.573","89.507","11849.96","6489.0","-5360.96"
"M4V2-001448","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","34.51","17.2","0.635","","10.0","","","","4.838","89.242","9273.1","8451.0","-822.1"
"M4V2-001449","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","46.33","14.84","0.335","84.0","","","","","5.47","88.61","13041.42","15840.0","2798.58"
"M4V2-001450","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","87.3","9.54","0.615","83.01","","","","","7.276","86.804","14878.59","18045.0","3166.41"
"M4V2-001451","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","28.48","1.97","0.508","73.91","","","","","5.328","88.752","7913.02","7551.0","-362.02"
"M4V2-001452","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","15.25","8.8","0.644","88.72","","","","","4.658","89.422","8742.53","11502.0","2759.47"
"M4V2-001453","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","15.34","6.1","0.688","","","78.06","","","4.627","89.453","2002.85","4374.0","2371.15"
"M4V2-001454","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","6.72","2.2","0.461","","","100.0","","","3.644","90.436","1398.98","2691.0","1292.02"
"M4V2-001455","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","55.54","11.82","0.4","","","73.23","","","4.687","89.393","4024.07","7119.0","3094.93"
"M4V2-001456","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","94.79","20.34","0.956","","","68.99","","","6.875","87.205","6148.19","13428.0","7279.81"
"M4V2-001457","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","47.1","20.47","0.481","","","","251.57","3.416","10.151","83.929","3965.53","34826.01","30860.48"
"M4V2-001458","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","25.97","15.29","0.331","","","","210.74","3.26","7.888","86.192","3080.36","11598.17","8517.81"
"M4V2-001459","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","38.72","2.02","0.532","","","","258.11","2.651","8.475","85.605","2552.16","7547.67","4995.51"
"M4V2-001460","PROD-000073","2022-06-12","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","561.23","467.15","94.08","16.7632","5.72","5.93","0.0","0.0","14.15","64.03","29.853","41.6","17.62","0.721","","","","212.43","4.006","10.083","83.997","3648.42","24394.01","20745.59"
"M4V2-001461","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","40.43","10.05","0.212","94.59","","","","","1.865","47.725","5323.5","4725.0","-598.5"
"M4V2-001462","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","57.6","18.66","0.333","79.12","","","","","2.259","47.331","7446.7","6930.0","-516.7"
"M4V2-001463","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","36.27","6.22","0.126","77.82","","","","","1.569","48.021","4698.49","2286.0","-2412.49"
"M4V2-001464","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","27.26","6.11","0.165","73.74","","","","","1.647","47.943","3918.78","1926.0","-1992.78"
"M4V2-001465","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","18.0","16.83","0.812","","4.0","","","","2.88","46.71","8478.3","4878.0","-3600.3"
"M4V2-001466","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","20.53","8.4","0.321","","10.0","","","","2.481","47.109","6628.63","3879.0","-2749.63"
"M4V2-001467","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","28.49","11.53","0.398","","6.0","","","","2.626","46.964","7583.75","3438.0","-4145.75"
"M4V2-001468","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","22.97","21.16","0.552","","2.0","","","","2.465","47.125","9550.97","3672.0","-5878.97"
"M4V2-001469","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","19.46","14.64","0.276","67.97","","","","","1.797","47.793","11011.99","3789.0","-7222.99"
"M4V2-001470","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","48.54","6.34","0.78","79.5","","","","","2.397","47.193","10958.76","5544.0","-5414.76"
"M4V2-001471","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","61.23","11.8","0.265","74.3","","","","","1.922","47.668","13805.56","5958.0","-7847.56"
"M4V2-001472","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","PREVENTIVE_MAINTENANCE","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","83.67","23.22","0.775","78.81","","","","","2.64","46.95","18356.48","14985.0","-3371.48"
"M4V2-001473","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","13.13","10.41","0.811","","","94.8","","","1.711","47.879","2420.18","1836.0","-584.18"
"M4V2-001474","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","96.23","17.63","0.58","","","87.59","","","2.886","46.704","5934.04","2601.0","-3333.04"
"M4V2-001475","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","89.63","4.17","0.799","","","94.7","","","2.175","47.415","4469.1","2007.0","-2462.1"
"M4V2-001476","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","CONTINGENCY_LABOR","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","77.37","14.18","0.25","","","79.22","","","2.05","47.54","5032.91","2313.0","-2719.91"
"M4V2-001477","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","27.76","2.75","0.407","","","","249.0","3.139","4.051","45.539","2431.21","3488.11","1056.9"
"M4V2-001478","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","45.92","22.48","0.385","","","","202.35","3.6","3.586","46.004","4011.06","9205.65","5194.59"
"M4V2-001479","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","45.97","11.32","0.577","","","","350.9","4.001","6.103","43.487","3196.91","28459.2","25262.29"
"M4V2-001480","PROD-000074","2022-06-13","Chikla","Maharashtra","Bhandara","real_daily","BLENDING","499.59","450.0","49.59","9.9261","0.64","6.36","0.0","28.53","28.53","92.56","29.853","42.34","22.03","0.776","","","","224.0","2.964","4.935","44.655","3975.24","16129.21","12153.97"
"M4V2-001481","PROD-000075","2022-06-14","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","482.87","426.86","56.01","11.5994","0.14","6.5","0.0","9.6","38.13","95.12","29.853","23.21","5.74","0.174","78.28","","","","","1.521","54.489","3956.56","2520.0","-1436.56"
"M4V2-001482","PROD-000075","2022-06-14","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","482.87","426.86","56.01","11.5994","0.14","6.5","0.0","9.6","38.13","95.12","29.853","26.28","20.08","0.65","74.65","","","","","2.544","53.466","6173.08","8046.0","1872.92"
"M4V2-001483","PROD-000075","2022-06-14","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","482.87","426.86","56.01","11.5994","0.14","6.5","0.0","9.6","38.13","95.12","29.853","81.22","22.04","0.672","77.09","","","","","2.937","53.073","8660.23","14337.0","5676.77"
"M4V2-001484","PROD-000075","2022-06-14","Chikla","Maharashtra","Bhandara","real_daily","REROUTE_FLEET","482.87","426.86","56.01","11.5994","0.14","6.5","0.0","9.6","38.13","95.12","29.853","46.51","16.79","0.369","62.63","","","","","1.881","54.129","6563.78","8451.0","1887.22"
"M4V2-001485","PROD-000075","2022-06-14","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","482.87","426.86","56.01","11.5994","0.14","6.5","0.0","9.6","38.13","95.12","29.853","36.75","22.47","0.616","","1.0","","","","3.364","52.646","10521.63","7857.0","-2664.63"
"M4V2-001486","PROD-000075","2022-06-14","Chikla","Maharashtra","Bhandara","real_daily","DEWATERING","482.87","426.86","56.01","11.5994","0.14","6.5","0.0","9.6","38.13","95.12","29.853","83.29","16.82","0.754","","8.0","","","","4.771","51.239","12341.46","22149.0","9807.54"
