record_id,mine_name,state,district,mine_latitude,mine_longitude,coordinate_quality,lithology,from_m,to_m,thickness_m,specific_gravity,area_m2,chemistry_schema,mn_pct,mno_pct,mno2_pct,fe2o3_pct,sio2_pct,p2o5_pct,tio2_pct,al2o3_pct,cao_pct,mgo_pct,ai_pct,s2_b4,s2_b8,s2_b11,s2_b12,aster_b4,aster_b5,aster_b6,aster_b7,aster_b8,aster_b9,data_status
GEO-000064,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Calc-silicate rock,46.29,49.07,2.78,3.472,248.53,MANDRI_STYLE,35.46,,10.72,11.51,34.99,0.361,,,,,14.16,0.144827,0.236009,0.175977,0.137086,0.189069,0.141697,0.188806,0.163103,0.168707,0.172205,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000065,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartz-mica schist,57.14,57.65,0.51,3.494,139.5,HIVRA_STYLE,20.62,26.82,,10.47,41.03,0.997,0.444,10.68,2.8,2.56,,0.153355,0.201406,0.179407,0.142077,0.187012,0.188193,0.21692,0.146322,0.15676,0.150319,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000066,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartz-mica schist,88.45,88.97,0.52,3.405,143.8,HIVRA_STYLE,27.24,35.24,,8.69,36.92,0.651,0.294,7.29,3.2,2.69,,0.140137,0.178977,0.12838,0.073273,0.164895,0.137421,0.187762,0.090302,0.126779,0.147612,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000067,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Gondite,9.97,16.47,6.5,3.427,99.34,HIVRA_STYLE,34.2,44.56,,5.54,34.91,0.979,0.208,4.79,3.18,1.52,,0.093628,0.1842,0.130438,0.102837,0.131742,0.120509,0.154989,0.093631,0.099392,0.105523,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000068,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Mn ore,129.8,131.12,1.32,3.414,188.86,HIVRA_STYLE,20.24,26.43,,10.0,43.69,0.786,0.221,8.14,3.99,2.48,,0.160103,0.194223,0.202543,0.118157,0.149983,0.179482,0.170786,0.178272,0.153903,0.173915,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000069,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartz-mica schist,20.19,23.17,2.97,3.406,262.66,MANDRI_STYLE,30.16,,16.28,12.94,42.45,1.155,,,,,9.39,0.196717,0.296843,0.236348,0.17927,0.221388,0.232543,0.229968,0.213666,0.211637,0.245246,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000070,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Mn ore,101.9,103.44,1.54,3.371,142.09,HIVRA_STYLE,39.72,51.23,,9.84,20.79,0.543,0.101,8.33,2.57,0.73,,0.153389,0.210787,0.18547,0.151083,0.192065,0.130188,0.167423,0.181804,0.176756,0.170041,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000071,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartzite,119.44,122.39,2.95,3.507,257.03,MANDRI_STYLE,30.14,,10.09,27.26,46.74,0.762,,,,,10.87,0.08475,0.139151,0.121415,0.067877,0.144623,0.092544,0.093706,0.100517,0.114707,0.074407,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000072,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Biotite gneiss,152.41,153.38,0.97,3.383,99.99,MANDRI_STYLE,31.36,,8.94,26.76,49.57,1.036,,,,,9.41,0.11212,0.191072,0.147007,0.116583,0.12412,0.091515,0.133988,0.166002,0.174293,0.14412,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000073,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartz-biotite-muscovite schist,157.32,158.49,1.17,3.407,164.56,HIVRA_STYLE,33.43,43.27,,8.8,34.53,0.386,0.358,4.94,2.71,2.18,,0.170234,0.21556,0.167377,0.131778,0.175791,0.187352,0.147207,0.172035,0.186565,0.166908,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000074,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Gondite,105.91,108.42,2.51,3.416,147.45,HIVRA_STYLE,36.59,47.36,,6.72,26.16,0.597,0.293,7.39,3.57,3.2,,0.070235,0.110788,0.082064,0.045659,0.085056,0.077877,0.059542,0.08216,0.09791,0.060584,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000075,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Gondite,48.59,49.06,0.47,3.649,273.35,HIVRA_STYLE,31.84,41.29,,4.81,37.04,0.504,0.406,9.06,2.72,2.57,,0.074086,0.129088,0.110558,0.015783,0.064007,0.087333,0.100673,0.058053,0.096913,0.081812,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000076,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartz-mica schist,58.92,60.23,1.31,3.449,115.17,MANDRI_STYLE,41.79,,18.19,23.42,43.29,0.554,,,,,6.57,0.178955,0.245484,0.226391,0.147439,0.216021,0.192166,0.202409,0.168429,0.215623,0.218629,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000077,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Gondite,95.51,96.57,1.07,3.428,396.79,MANDRI_STYLE,37.28,,6.54,24.97,34.74,0.547,,,,,8.56,0.158993,0.211041,0.200986,0.182652,0.194395,0.190876,0.19262,0.178757,0.188888,0.190854,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000078,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Mn ore,57.06,57.54,0.47,3.387,120.54,HIVRA_STYLE,25.64,33.13,,15.64,34.01,0.882,0.315,8.44,3.87,1.62,,0.136289,0.179306,0.170346,0.104901,0.171849,0.145182,0.191282,0.167161,0.168789,0.14946,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000079,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartz-biotite-muscovite schist,115.17,116.37,1.2,3.661,229.06,HIVRA_STYLE,40.69,52.28,,5.17,26.58,0.799,0.226,6.77,2.22,0.6,,0.05523,0.078742,0.076457,0.049152,0.032995,0.05901,0.088301,0.037251,0.038444,0.061778,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000080,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Mn ore,201.48,202.93,1.45,3.421,179.1,HIVRA_STYLE,25.57,32.83,,10.41,31.38,2.176,0.395,8.6,5.31,2.66,,0.203112,0.224223,0.207678,0.173478,0.225951,0.192888,0.263391,0.207976,0.205319,0.20353,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000081,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Biotite gneiss,84.61,85.16,0.55,3.437,111.19,HIVRA_STYLE,22.8,29.35,,10.38,35.38,1.012,0.418,11.23,2.86,2.22,,0.073447,0.1695,0.113179,0.097782,0.108028,0.078894,0.117369,0.070147,0.10913,0.102979,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000082,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Biotite gneiss,30.56,35.58,5.03,3.434,130.94,HIVRA_STYLE,18.35,23.53,,8.97,44.13,2.174,0.456,7.68,4.14,2.9,,0.098887,0.179459,0.120534,0.113488,0.15708,0.09463,0.12402,0.115289,0.102696,0.141124,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000083,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Biotite gneiss,13.85,14.84,0.99,3.395,165.97,HIVRA_STYLE,34.33,44.34,,7.2,30.57,1.027,0.333,7.81,2.44,1.89,,0.09167,0.112078,0.082666,0.078698,0.106413,0.077639,0.107558,0.09869,0.084576,0.101737,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000084,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Calc-silicate rock,47.42,49.79,2.37,3.398,392.95,MANDRI_STYLE,36.24,,11.42,28.16,42.22,0.783,,,,,16.52,0.105167,0.170375,0.113327,0.044821,0.127567,0.120832,0.133506,0.13684,0.105871,0.103786,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000085,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartz-mica schist,79.91,80.87,0.97,3.42,410.96,MANDRI_STYLE,34.43,,17.14,12.31,36.79,1.144,,,,,6.91,0.20191,0.275652,0.220757,0.172015,0.225936,0.201703,0.231914,0.250162,0.214212,0.226152,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000086,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartz-biotite-muscovite schist,7.99,9.15,1.16,3.43,103.5,HIVRA_STYLE,14.63,19.08,,6.08,54.58,0.681,0.385,6.69,4.22,2.21,,0.043848,0.075039,0.099308,0.061565,0.074454,0.033022,0.108726,0.073769,0.081562,0.081799,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000087,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartz-mica schist,65.06,66.18,1.12,3.444,140.02,HIVRA_STYLE,22.94,29.51,,9.85,37.3,0.847,0.365,9.38,3.38,3.36,,0.121233,0.230148,0.158213,0.136472,0.138675,0.135684,0.17311,0.198537,0.20665,0.156198,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000088,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Mn ore,115.44,116.02,0.58,3.396,113.8,HIVRA_STYLE,25.78,33.38,,13.35,29.47,1.999,0.515,9.1,4.4,2.02,,0.124972,0.220862,0.198113,0.143042,0.202432,0.123741,0.171771,0.153527,0.176642,0.169612,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000089,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Calc-silicate rock,54.92,58.04,3.12,3.45,147.74,MANDRI_STYLE,46.48,,26.15,14.56,22.39,0.505,,,,,1.69,0.05665,0.13045,0.090103,0.041673,0.066883,0.050962,0.096029,0.044597,0.064137,0.035114,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000090,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartzite,114.8,115.29,0.49,3.439,144.17,HIVRA_STYLE,34.24,44.64,,10.16,26.74,1.501,0.344,5.86,2.59,2.22,,0.137144,0.186392,0.149432,0.109864,0.156508,0.1321,0.140896,0.129331,0.181123,0.144932,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000091,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Mn ore,78.3,79.76,1.47,3.418,414.3,MANDRI_STYLE,28.17,,15.92,22.04,26.35,1.143,,,,,4.58,0.091792,0.125837,0.080761,0.050656,0.095007,0.076664,0.123952,0.08285,0.084236,0.112652,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000092,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Gondite,28.37,28.9,0.53,3.385,379.78,MANDRI_STYLE,30.18,,20.39,17.92,36.12,0.984,,,,,7.81,0.192768,0.259963,0.244305,0.184626,0.209438,0.197187,0.257172,0.181642,0.226293,0.215183,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000093,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Mn ore,172.66,173.67,1.01,3.475,93.56,HIVRA_STYLE,22.72,29.22,,10.15,37.29,1.17,0.282,8.88,3.19,2.29,,0.117083,0.184421,0.139938,0.108959,0.173987,0.161145,0.154599,0.11394,0.164596,0.137301,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000094,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Biotite gneiss,30.48,36.98,6.5,3.483,140.57,HIVRA_STYLE,25.45,33.25,,3.01,46.04,0.816,0.345,8.07,3.93,3.04,,0.146477,0.178048,0.177252,0.138654,0.184034,0.115698,0.181518,0.136221,0.147061,0.1572,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000095,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Mn ore,87.98,90.75,2.77,3.377,145.96,HIVRA_STYLE,30.79,39.62,,9.11,32.83,0.495,0.351,8.12,3.86,2.54,,0.089686,0.188121,0.142074,0.087581,0.117704,0.115828,0.130344,0.123686,0.114747,0.130253,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000096,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Biotite gneiss,34.6,40.58,5.98,3.415,153.84,HIVRA_STYLE,31.86,41.06,,6.71,29.09,0.662,0.461,8.58,3.59,2.01,,0.169444,0.226025,0.17571,0.123951,0.191263,0.123557,0.158526,0.158209,0.150192,0.136156,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000097,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Biotite gneiss,79.92,80.45,0.54,3.459,160.2,MANDRI_STYLE,23.31,,12.33,20.24,46.36,0.869,,,,,17.86,0.056377,0.145769,0.111744,0.081959,0.09291,0.087366,0.086562,0.06696,0.117159,0.08887,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000098,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartz-biotite-muscovite schist,150.95,157.18,6.24,3.626,175.45,HIVRA_STYLE,20.45,26.22,,10.78,38.45,3.6,0.304,8.6,4.73,2.3,,0.137298,0.178876,0.163748,0.134988,0.155001,0.127211,0.151806,0.144603,0.166724,0.168082,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000099,Ukwa,Madhya Pradesh,Balaghat,21.974667,80.46,PUBLIC_TECHNICAL_MONITORING_POINT,Quartzite,36.55,38.3,1.75,3.65,372.81,MANDRI_STYLE,20.97,,6.6,23.92,54.47,2.335,,,,,15.6,0.175159,0.248504,0.21752,0.165331,0.199538,0.195764,0.243796,0.179853,0.215323,0.163131,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000100,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-mica schist,38.42,39.49,1.07,3.462,91.47,MANDRI_STYLE,27.61,,18.49,20.08,24.1,0.467,,,,,7.75,0.059977,0.148072,0.13986,0.074072,0.151353,0.111297,0.136512,0.111409,0.123403,0.105598,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000101,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,16.55,17.64,1.09,3.389,212.15,HIVRA_STYLE,21.57,27.92,,9.06,43.54,0.898,0.509,8.0,3.15,2.95,,0.125414,0.151984,0.140227,0.066379,0.132466,0.138248,0.176954,0.129749,0.124322,0.106633,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000102,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,62.59,63.99,1.4,3.429,416.3,HIVRA_STYLE,42.69,55.5,,5.19,22.36,1.157,0.212,8.04,3.19,1.86,,0.100169,0.156095,0.122669,0.068344,0.106816,0.093264,0.122042,0.0905,0.142648,0.088605,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000103,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-mica schist,4.92,5.4,0.49,3.417,200.58,HIVRA_STYLE,16.55,21.56,,13.6,45.42,0.944,0.343,8.45,3.58,2.21,,0.096156,0.150347,0.086487,0.069774,0.114729,0.054452,0.108715,0.058336,0.098816,0.075843,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000104,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-biotite-muscovite schist,184.94,186.26,1.32,3.643,165.01,HIVRA_STYLE,38.43,49.62,,7.43,30.93,0.543,0.385,5.22,2.77,1.69,,0.150657,0.206196,0.180182,0.085731,0.177933,0.147544,0.170621,0.148126,0.169231,0.155489,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000105,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Biotite gneiss,33.58,35.91,2.33,3.657,246.71,MANDRI_STYLE,32.67,,17.6,12.35,27.44,1.656,,,,,12.75,0.061144,0.085821,0.111176,0.069106,0.10242,0.071305,0.080615,0.057442,0.092299,0.045964,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000106,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,150.39,155.75,5.36,3.48,336.61,HIVRA_STYLE,27.71,35.38,,10.16,37.98,1.191,0.309,6.05,3.75,1.34,,0.250528,0.336768,0.276907,0.221072,0.271591,0.258365,0.272307,0.238287,0.263156,0.254062,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000107,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Biotite gneiss,53.55,54.78,1.23,3.439,129.99,HIVRA_STYLE,13.41,16.96,,5.88,52.25,1.056,0.274,10.45,3.68,2.97,,0.061906,0.139635,0.120362,0.03984,0.084128,0.027025,0.086818,0.073234,0.095702,0.08974,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000108,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,92.39,93.62,1.23,3.407,101.77,HIVRA_STYLE,44.08,56.73,,10.62,21.01,0.455,0.243,3.0,2.19,2.16,,0.276508,0.366379,0.306264,0.259873,0.306912,0.271123,0.355862,0.292541,0.321967,0.31778,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000109,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,24.92,26.79,1.88,3.459,452.58,MANDRI_STYLE,23.02,,5.36,13.6,48.83,1.086,,,,,13.26,0.076736,0.128087,0.110521,0.077229,0.091837,0.078299,0.079595,0.090691,0.115722,0.073846,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000110,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,37.68,44.18,6.5,3.395,225.15,MANDRI_STYLE,44.87,,12.6,21.44,37.57,0.834,,,,,7.41,0.125771,0.200531,0.175761,0.104229,0.151402,0.096067,0.128476,0.126294,0.158296,0.161612,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000111,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartzite,74.09,75.66,1.58,3.638,351.81,MANDRI_STYLE,24.65,,14.07,13.94,38.53,0.796,,,,,15.32,0.033738,0.083924,0.049143,0.011794,0.052655,0.020731,0.097015,0.041891,0.067663,0.054278,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000112,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,71.45,74.25,2.8,3.68,443.55,MANDRI_STYLE,29.19,,16.69,20.34,39.52,0.803,,,,,4.3,0.152963,0.176281,0.161525,0.125282,0.177325,0.128889,0.152484,0.157467,0.138616,0.183908,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000113,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-biotite-muscovite schist,163.33,164.97,1.64,3.481,250.86,HIVRA_STYLE,34.06,44.22,,10.17,32.54,1.131,0.354,5.73,2.75,2.11,,0.027216,0.091375,0.072513,0.016494,0.083613,0.103644,0.105589,0.039629,0.076218,0.081882,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000114,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Calc-silicate rock,21.87,23.41,1.54,3.437,106.58,MANDRI_STYLE,20.57,,1.96,22.3,46.99,1.988,,,,,9.71,0.12636,0.164056,0.129348,0.12039,0.154889,0.122959,0.144405,0.11494,0.155961,0.10589,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000115,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,95.83,98.62,2.79,3.389,466.05,HIVRA_STYLE,20.91,26.97,,13.92,35.53,1.702,0.452,9.83,4.21,1.99,,0.109112,0.199052,0.146838,0.115228,0.150273,0.172806,0.164208,0.156948,0.1145,0.123575,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000116,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,69.61,70.96,1.34,3.665,106.52,MANDRI_STYLE,41.42,,14.85,14.26,27.76,0.528,,,,,5.68,0.089731,0.136674,0.118043,0.084096,0.109029,0.067341,0.081504,0.081732,0.089799,0.080784,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000117,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,100.29,102.22,1.92,3.424,399.56,HIVRA_STYLE,23.49,30.58,,7.53,38.24,1.402,0.302,11.95,3.52,2.53,,0.259419,0.358433,0.267397,0.265583,0.293952,0.256345,0.337564,0.277465,0.326339,0.291431,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000118,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartzite,12.67,13.12,0.45,3.47,110.18,HIVRA_STYLE,19.84,25.88,,9.67,41.36,1.166,0.267,9.28,4.06,1.93,,0.161574,0.240839,0.223474,0.18318,0.205477,0.198186,0.17951,0.194373,0.18444,0.195044,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000119,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,59.22,61.51,2.29,3.65,82.99,HIVRA_STYLE,36.92,47.52,,9.83,26.7,0.8,0.343,8.61,2.86,2.31,,0.06604,0.126333,0.120962,0.048289,0.08391,0.089605,0.133754,0.085238,0.131392,0.08766,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000120,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-biotite-muscovite schist,52.44,53.6,1.16,3.428,264.33,HIVRA_STYLE,40.11,51.67,,3.31,31.78,0.873,0.23,5.61,2.43,0.99,,0.175068,0.212323,0.210532,0.146609,0.200245,0.159775,0.208809,0.161015,0.208995,0.146998,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000121,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Biotite gneiss,97.79,99.38,1.59,3.433,296.83,HIVRA_STYLE,26.98,34.39,,7.07,44.75,0.505,0.367,6.58,2.85,2.56,,0.117097,0.188463,0.160566,0.12663,0.14916,0.144734,0.108343,0.11624,0.160381,0.1401,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000122,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,37.9,40.8,2.9,3.402,99.66,MANDRI_STYLE,27.72,,19.37,14.25,36.55,1.817,,,,,13.04,0.143479,0.211631,0.184079,0.16369,0.182696,0.149602,0.159554,0.1549,0.15894,0.132991,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000123,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartzite,101.42,101.91,0.48,3.417,189.54,HIVRA_STYLE,25.23,32.79,,6.06,42.25,0.677,0.148,8.01,4.76,3.51,,0.06374,0.169279,0.107514,0.084815,0.118619,0.075935,0.151293,0.073993,0.109765,0.091521,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000124,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,32.93,35.2,2.27,3.403,380.86,HIVRA_STYLE,27.75,35.83,,11.58,34.09,1.69,0.37,4.93,3.49,2.71,,0.202039,0.250116,0.19307,0.151016,0.225192,0.204179,0.231349,0.183345,0.236038,0.188583,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000125,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartzite,121.45,122.57,1.11,3.654,202.86,HIVRA_STYLE,38.15,49.24,,9.65,26.5,0.659,0.279,3.77,3.2,2.19,,0.055983,0.067372,0.094852,0.040371,0.058819,0.01,0.074442,0.01,0.091008,0.033325,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000126,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,77.95,81.0,3.05,3.478,156.31,HIVRA_STYLE,36.88,47.88,,2.5,30.94,0.41,0.279,6.76,3.52,2.45,,0.053473,0.160573,0.089171,0.081764,0.095835,0.069045,0.065948,0.049667,0.09554,0.091632,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000127,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-biotite-muscovite schist,76.96,78.31,1.36,3.389,256.95,MANDRI_STYLE,22.76,,16.81,20.02,45.34,1.386,,,,,7.41,0.098977,0.166236,0.126159,0.096274,0.091219,0.098967,0.137038,0.113493,0.112702,0.130643,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000128,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-mica schist,56.37,62.43,6.06,3.355,281.47,HIVRA_STYLE,25.64,33.27,,13.77,29.43,1.471,0.291,10.86,3.27,3.22,,0.175708,0.284861,0.232247,0.164349,0.186697,0.231283,0.236568,0.176181,0.213811,0.196788,SYNTHETIC_SCHEMA_FAITHFUL
