record_id,date,mine_name,state,district,mine_latitude,mine_longitude,target_rom_tonnes,actual_rom_tonnes,equipment_downtime_hours,blast_delay_minutes,rainfall_mm,target_basis,calibration_quality,data_status
PROD-0000745,2022-04-14,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,305.69,312.86,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000746,2022-04-15,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,316.72,316.83,0.65,0,0.75,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000747,2022-04-16,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,320.03,321.2,0.09,0,6.24,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000748,2022-04-17,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,332.08,346.72,0.17,59,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000749,2022-04-18,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,335.23,343.4,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000750,2022-04-19,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,309.54,288.84,7.65,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000751,2022-04-20,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,289.22,272.52,5.55,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000752,2022-04-21,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,290.96,277.87,3.28,0,13.45,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000753,2022-04-22,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,294.7,296.52,1.86,0,2.8,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000754,2022-04-23,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,342.42,328.08,0.92,48,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000755,2022-04-24,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,238.8,240.2,0.0,0,0.09,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000756,2022-04-25,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,265.37,270.85,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000757,2022-04-26,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,312.47,330.42,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000758,2022-04-27,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,342.84,324.7,2.46,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000759,2022-04-28,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,286.03,287.61,1.36,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000760,2022-04-29,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,270.38,272.1,1.99,0,6.45,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000761,2022-04-30,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,303.24,306.02,0.31,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000762,2022-05-01,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,297.24,287.55,1.69,38,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000763,2022-05-02,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,284.8,288.64,2.13,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000764,2022-05-03,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,278.23,287.58,0.0,19,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000765,2022-05-04,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,291.47,283.24,2.09,0,5.79,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000766,2022-05-05,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,293.41,298.52,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000767,2022-05-06,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,266.45,279.77,2.33,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000768,2022-05-07,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,292.46,316.16,0.52,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000769,2022-05-08,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,299.17,294.63,2.7,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000770,2022-05-09,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,288.51,298.94,1.75,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000771,2022-05-10,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,303.54,310.4,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000772,2022-05-11,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,269.88,270.34,1.75,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000773,2022-05-12,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,308.12,298.52,4.85,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000774,2022-05-13,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,292.57,296.07,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000775,2022-05-14,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,283.06,278.24,2.67,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000776,2022-05-15,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,285.08,287.43,0.14,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000777,2022-05-16,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,276.57,272.61,4.26,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000778,2022-05-17,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,316.04,310.17,1.86,0,35.44,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000779,2022-05-18,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,293.05,288.0,1.85,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000780,2022-05-19,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,339.79,338.97,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000781,2022-05-20,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,297.3,299.78,1.29,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000782,2022-05-21,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,287.05,297.91,3.64,0,26.11,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000783,2022-05-22,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,319.44,312.63,1.07,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000784,2022-05-23,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,318.96,308.59,0.96,0,22.87,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000785,2022-05-24,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,303.88,302.53,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000786,2022-05-25,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,270.97,285.0,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000787,2022-05-26,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,302.34,302.41,0.23,0,15.52,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000788,2022-05-27,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,299.39,295.89,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000789,2022-05-28,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,291.33,301.8,0.29,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000790,2022-05-29,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,299.67,290.81,0.0,90,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000791,2022-05-30,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,276.36,282.85,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000792,2022-05-31,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,282.66,272.42,2.38,0,16.06,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000793,2022-06-01,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,332.72,329.74,1.56,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000794,2022-06-02,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,331.37,324.59,2.17,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000795,2022-06-03,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,295.55,291.16,3.04,0,23.01,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000796,2022-06-04,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,268.62,265.14,0.13,15,8.88,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000797,2022-06-05,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,300.87,305.71,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000798,2022-06-06,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,298.4,290.77,1.83,0,12.9,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000799,2022-06-07,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,267.98,253.55,5.48,8,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000800,2022-06-08,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,322.62,322.64,0.08,48,5.31,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000801,2022-06-09,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,291.97,296.1,3.66,0,10.58,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000802,2022-06-10,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,322.6,321.89,0.4,0,26.8,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000803,2022-06-11,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,278.91,270.16,3.87,0,58.87,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000804,2022-06-12,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,308.96,292.56,0.24,12,15.77,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000805,2022-06-13,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,277.18,258.45,3.71,0,61.27,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000806,2022-06-14,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,282.48,285.15,0.21,0,14.33,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000807,2022-06-15,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,280.92,265.33,4.89,0,25.18,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000808,2022-06-16,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,315.43,316.66,0.18,0,12.27,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000809,2022-06-17,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,305.48,317.92,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000810,2022-06-18,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,317.17,319.66,0.49,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000811,2022-06-19,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,284.37,297.68,1.34,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000812,2022-06-20,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,285.12,274.57,7.0,27,23.74,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000813,2022-06-21,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,312.94,313.81,2.45,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000814,2022-06-22,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,286.52,291.74,0.97,90,4.83,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000815,2022-06-23,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,315.29,310.43,0.46,0,30.7,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000816,2022-06-24,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,262.49,257.03,3.94,16,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000817,2022-06-25,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,271.82,259.82,2.24,37,36.76,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000818,2022-06-26,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,288.85,294.41,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000819,2022-06-27,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,299.25,304.16,0.2,0,6.28,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000820,2022-06-28,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,285.55,290.26,0.62,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000821,2022-06-29,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,298.62,288.42,3.98,0,12.84,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000822,2022-06-30,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,268.89,271.6,1.22,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000823,2022-07-01,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,297.75,304.87,0.69,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000824,2022-07-02,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,305.92,308.47,3.67,0,14.75,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000825,2022-07-03,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,328.05,316.98,3.36,0,14.67,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000826,2022-07-04,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,256.37,258.02,1.02,29,1.02,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000827,2022-07-05,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,293.21,293.46,1.12,0,19.86,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000828,2022-07-06,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,260.0,259.54,1.8,0,18.39,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000829,2022-07-07,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,311.69,296.25,0.9,95,59.78,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000830,2022-07-08,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,301.0,300.96,0.45,13,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000831,2022-07-09,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,332.9,319.82,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000832,2022-07-10,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,293.93,299.46,0.75,0,12.46,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000833,2022-07-11,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,303.7,290.59,0.39,0,26.14,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000834,2022-07-12,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,299.91,270.11,2.7,0,23.5,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000835,2022-07-13,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,308.71,303.52,2.48,0,19.38,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000836,2022-07-14,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,270.69,266.56,0.13,0,8.67,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000837,2022-07-15,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,305.69,309.5,1.59,27,28.87,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
