record_id,mine_name,state,district,mine_latitude,mine_longitude,coordinate_quality,lithology,from_m,to_m,thickness_m,specific_gravity,area_m2,chemistry_schema,mn_pct,mno_pct,mno2_pct,fe2o3_pct,sio2_pct,p2o5_pct,tio2_pct,al2o3_pct,cao_pct,mgo_pct,ai_pct,s2_b4,s2_b8,s2_b11,s2_b12,aster_b4,aster_b5,aster_b6,aster_b7,aster_b8,aster_b9,data_status,volume_m3,estimated_tonnage_proxy_t,ndvi,s2_b11_b12_ratio,aster_b4_b5_ratio,aster_b6_b7_ratio,aster_b8_b9_ratio,grade_band,mno_pct_missing,mno2_pct_missing,fe2o3_pct_missing,sio2_pct_missing,p2o5_pct_missing,tio2_pct_missing,al2o3_pct_missing,cao_pct_missing,mgo_pct_missing,ai_pct_missing,reference_price_inr_per_t,production_cost_inr_per_t,price_reference_type,cost_reference_type,gross_margin_proxy_inr_per_t,estimated_gross_value_inr,profit_proxy_inr
GEO-000114,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Calc-silicate rock,21.87,23.41,1.54,3.437,106.58,MANDRI_STYLE,20.57,37.66,1.96,22.3,46.99,1.988,0.337,7.654999999999999,3.43,2.295,9.71,0.12636,0.164056,0.129348,0.12039,0.154889,0.122959,0.144405,0.11494,0.155961,0.10589,SYNTHETIC_SCHEMA_FAITHFUL,164.13,564.11,0.1298,1.074408,1.25968,1.256351,1.472859,BELOW_25,1,0,0,0,0,1,1,1,1,0,3124.96,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,-3580.61,1762821.19,-2019857.91
GEO-000115,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,95.83,98.62,2.79,3.389,466.05,HIVRA_STYLE,20.91,26.97,12.0,13.92,35.53,1.702,0.452,9.83,4.21,1.99,12.01,0.109112,0.199052,0.146838,0.115228,0.150273,0.172806,0.164208,0.156948,0.1145,0.123575,SYNTHETIC_SCHEMA_FAITHFUL,1300.28,4406.65,0.291858,1.274326,0.869605,1.046257,0.926563,BELOW_25,0,1,0,0,0,0,0,0,0,1,3124.96,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,-3580.61,13770604.98,-15778495.06
GEO-000116,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,69.61,70.96,1.34,3.665,106.52,MANDRI_STYLE,41.42,37.66,14.85,14.26,27.76,0.528,0.337,7.654999999999999,3.43,2.295,5.68,0.089731,0.136674,0.118043,0.084096,0.109029,0.067341,0.081504,0.081732,0.089799,0.080784,SYNTHETIC_SCHEMA_FAITHFUL,142.74,523.14,0.207341,1.40367,1.619058,0.99721,1.111594,35_TO_BELOW_46,1,0,0,0,0,1,1,1,1,0,13730.12,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,7024.55,7182774.98,3674823.09
GEO-000117,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,100.29,102.22,1.92,3.424,399.56,HIVRA_STYLE,23.49,30.58,12.0,7.53,38.24,1.402,0.302,11.95,3.52,2.53,12.01,0.259419,0.358433,0.267397,0.265583,0.293952,0.256345,0.337564,0.277465,0.326339,0.291431,SYNTHETIC_SCHEMA_FAITHFUL,767.16,2626.76,0.160255,1.00683,1.146705,1.2166,1.119781,BELOW_25,0,1,0,0,0,0,0,0,0,1,3124.96,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,-3580.61,8208519.93,-9405403.12
GEO-000118,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartzite,12.67,13.12,0.45,3.47,110.18,HIVRA_STYLE,19.84,25.88,12.0,9.67,41.36,1.166,0.267,9.28,4.06,1.93,12.01,0.161574,0.240839,0.223474,0.18318,0.205477,0.198186,0.17951,0.194373,0.18444,0.195044,SYNTHETIC_SCHEMA_FAITHFUL,49.58,172.04,0.196974,1.219969,1.036789,0.923534,0.945633,BELOW_25,0,1,0,0,0,0,0,0,0,1,3124.96,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,-3580.61,537618.12,-616008.14
GEO-000119,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,59.22,61.51,2.29,3.65,82.99,HIVRA_STYLE,36.92,47.52,12.0,9.83,26.7,0.8,0.343,8.61,2.86,2.31,12.01,0.06604,0.126333,0.120962,0.048289,0.08391,0.089605,0.133754,0.085238,0.131392,0.08766,SYNTHETIC_SCHEMA_FAITHFUL,190.05,693.68,0.313417,2.50496,0.936443,1.569183,1.498882,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13730.12,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,7024.55,9524309.64,4872789.84
GEO-000120,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-biotite-muscovite schist,52.44,53.6,1.16,3.428,264.33,HIVRA_STYLE,40.11,51.67,12.0,3.31,31.78,0.873,0.23,5.61,2.43,0.99,12.01,0.175068,0.212323,0.210532,0.146609,0.200245,0.159775,0.208809,0.161015,0.208995,0.146998,SYNTHETIC_SCHEMA_FAITHFUL,306.62,1051.09,0.096169,1.43601,1.253294,1.296829,1.421754,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13730.12,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,7024.55,14431591.83,7383434.26
GEO-000121,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Biotite gneiss,97.79,99.38,1.59,3.433,296.83,HIVRA_STYLE,26.98,34.39,12.0,7.07,44.75,0.505,0.367,6.58,2.85,2.56,12.01,0.117097,0.188463,0.160566,0.12663,0.14916,0.144734,0.108343,0.11624,0.160381,0.1401,SYNTHETIC_SCHEMA_FAITHFUL,471.96,1620.24,0.233558,1.267993,1.03058,0.932063,1.144761,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,11014699.37,150066.63
GEO-000122,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,37.9,40.8,2.9,3.402,99.66,MANDRI_STYLE,27.72,37.66,19.37,14.25,36.55,1.817,0.337,7.654999999999999,3.43,2.295,13.04,0.143479,0.211631,0.184079,0.16369,0.182696,0.149602,0.159554,0.1549,0.15894,0.132991,SYNTHETIC_SCHEMA_FAITHFUL,289.01,983.21,0.191918,1.124559,1.221214,1.030045,1.195118,25_TO_BELOW_35,1,0,0,0,0,1,1,1,1,0,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,6684048.39,91064.91
GEO-000123,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartzite,101.42,101.91,0.48,3.417,189.54,HIVRA_STYLE,25.23,32.79,12.0,6.06,42.25,0.677,0.148,8.01,4.76,3.51,12.01,0.06374,0.169279,0.107514,0.084815,0.118619,0.075935,0.151293,0.073993,0.109765,0.091521,SYNTHETIC_SCHEMA_FAITHFUL,90.98,310.88,0.45292,1.26763,1.562112,2.044693,1.199342,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,2113421.31,28793.71
GEO-000124,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,32.93,35.2,2.27,3.403,380.86,HIVRA_STYLE,27.75,35.83,12.0,11.58,34.09,1.69,0.37,4.93,3.49,2.71,12.01,0.202039,0.250116,0.19307,0.151016,0.225192,0.204179,0.231349,0.183345,0.236038,0.188583,SYNTHETIC_SCHEMA_FAITHFUL,864.55,2942.06,0.106329,1.278474,1.102915,1.261823,1.25164,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,20000682.87,272493.6
GEO-000125,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartzite,121.45,122.57,1.11,3.654,202.86,HIVRA_STYLE,38.15,49.24,12.0,9.65,26.5,0.659,0.279,3.77,3.2,2.19,12.01,0.055983,0.067372,0.094852,0.040371,0.058819,0.01,0.074442,0.01,0.091008,0.033325,SYNTHETIC_SCHEMA_FAITHFUL,225.17,822.77,0.092327,2.349508,5.881899,7.444199,2.730923,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13730.12,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,7024.55,11296730.83,5779589.0
GEO-000126,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,77.95,81.0,3.05,3.478,156.31,HIVRA_STYLE,36.88,47.88,12.0,2.5,30.94,0.41,0.279,6.76,3.52,2.45,12.01,0.053473,0.160573,0.089171,0.081764,0.095835,0.069045,0.065948,0.049667,0.09554,0.091632,SYNTHETIC_SCHEMA_FAITHFUL,476.75,1658.14,0.50036,1.09059,1.388008,1.327803,1.042649,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13730.12,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,7024.55,22766461.18,11647687.34
GEO-000127,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-biotite-muscovite schist,76.96,78.31,1.36,3.389,256.95,MANDRI_STYLE,22.76,37.66,16.81,20.02,45.34,1.386,0.337,7.654999999999999,3.43,2.295,7.41,0.098977,0.166236,0.126159,0.096274,0.091219,0.098967,0.137038,0.113493,0.112702,0.130643,SYNTHETIC_SCHEMA_FAITHFUL,349.45,1184.29,0.253604,1.310416,0.921711,1.207458,0.862672,BELOW_25,1,0,0,0,0,1,1,1,1,0,3124.96,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,-3580.61,3700858.88,-4240480.62
GEO-000128,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-mica schist,56.37,62.43,6.06,3.355,281.47,HIVRA_STYLE,25.64,33.27,12.0,13.77,29.43,1.471,0.291,10.86,3.27,3.22,12.01,0.175708,0.284861,0.232247,0.164349,0.186697,0.231283,0.236568,0.176181,0.213811,0.196788,SYNTHETIC_SCHEMA_FAITHFUL,1705.71,5722.66,0.236996,1.413133,0.807223,1.342755,1.086504,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,38903729.99,530032.77
GEO-000129,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-mica schist,17.19,18.28,1.09,3.637,517.1,HIVRA_STYLE,28.76,37.0,12.0,9.53,33.99,1.621,0.164,5.66,3.44,2.25,12.01,0.135291,0.182014,0.144852,0.102173,0.137037,0.116717,0.151407,0.147507,0.15948,0.12111,SYNTHETIC_SCHEMA_FAITHFUL,563.64,2049.96,0.147249,1.417713,1.174096,1.026439,1.316819,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,13936017.57,189867.3
GEO-000130,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Calc-silicate rock,87.03,87.95,0.92,3.634,206.96,MANDRI_STYLE,30.62,37.66,21.7,6.68,30.72,0.55,0.337,7.654999999999999,3.43,2.295,8.86,0.193938,0.266044,0.221394,0.176556,0.20765,0.166312,0.227988,0.197035,0.182307,0.194456,SYNTHETIC_SCHEMA_FAITHFUL,190.4,691.91,0.156758,1.253959,1.248557,1.157094,0.937523,25_TO_BELOW_35,1,0,0,0,0,1,1,1,1,0,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,4703735.64,64084.7
GEO-000131,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,33.68,39.4,5.72,3.42,131.71,HIVRA_STYLE,25.02,32.71,12.0,7.94,44.39,1.169,0.349,5.04,1.61,2.05,12.01,0.251732,0.35653,0.327562,0.276754,0.310772,0.254497,0.298699,0.288735,0.296781,0.308809,SYNTHETIC_SCHEMA_FAITHFUL,753.38,2576.56,0.172291,1.183585,1.221122,1.034509,0.96105,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,17515944.43,238640.99
GEO-000132,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Biotite gneiss,46.57,47.75,1.18,3.414,192.91,HIVRA_STYLE,26.82,34.68,12.0,11.14,31.14,0.752,0.265,10.23,4.75,2.26,12.01,0.086676,0.133849,0.067062,0.068526,0.115872,0.097963,0.065095,0.085562,0.096781,0.071563,SYNTHETIC_SCHEMA_FAITHFUL,227.63,777.13,0.213912,0.978636,1.182814,0.760793,1.352389,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,5283077.39,71977.78
GEO-000133,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-biotite-muscovite schist,155.21,158.0,2.79,3.416,317.6,HIVRA_STYLE,24.88,32.28,12.0,9.82,33.43,1.651,0.258,8.48,3.95,3.11,12.01,0.074799,0.106547,0.073502,0.039687,0.066147,0.0561,0.097312,0.062175,0.055386,0.067513,SYNTHETIC_SCHEMA_FAITHFUL,886.1,3026.92,0.175069,1.852042,1.179091,1.565131,0.820375,BELOW_25,0,1,0,0,0,0,0,0,0,1,3124.96,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,-3580.61,9459003.92,-10838220.02
GEO-000134,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,100.82,102.08,1.27,3.661,190.28,MANDRI_STYLE,30.53,37.66,12.64,13.84,23.97,0.38,0.337,7.654999999999999,3.43,2.295,10.86,0.127462,0.172693,0.123047,0.11097,0.129894,0.084164,0.137907,0.150824,0.147819,0.106393,SYNTHETIC_SCHEMA_FAITHFUL,241.66,884.72,0.150692,1.108831,1.543344,0.914357,1.389368,25_TO_BELOW_35,1,0,0,0,0,1,1,1,1,0,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,6014494.66,81942.77
GEO-000135,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Biotite gneiss,150.49,151.0,0.51,3.394,162.72,MANDRI_STYLE,37.31,37.66,10.04,16.31,52.93,0.38,0.337,7.654999999999999,3.43,2.295,1.0,0.162488,0.218755,0.168135,0.128233,0.180704,0.153078,0.177746,0.181456,0.162963,0.152162,SYNTHETIC_SCHEMA_FAITHFUL,82.99,281.67,0.147588,1.311168,1.18047,0.979554,1.070984,35_TO_BELOW_46,1,0,0,0,0,1,1,1,1,0,13730.12,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,7024.55,3867362.9,1978605.0
GEO-000136,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,133.11,135.61,2.5,3.415,252.14,HIVRA_STYLE,42.2,54.32,12.0,2.5,28.39,0.641,0.397,4.02,2.14,2.55,12.01,0.203141,0.316578,0.261853,0.182491,0.255049,0.229976,0.245401,0.222223,0.243178,0.242449,SYNTHETIC_SCHEMA_FAITHFUL,630.35,2152.65,0.218266,1.434882,1.109024,1.104301,1.003007,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13730.12,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,7024.55,29556142.82,15121397.56
GEO-000137,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Calc-silicate rock,11.5,13.33,1.82,3.624,121.02,MANDRI_STYLE,31.34,37.66,18.34,20.75,51.41,0.341,0.337,7.654999999999999,3.43,2.295,18.73,0.095541,0.149801,0.139055,0.081956,0.106889,0.127205,0.145559,0.104143,0.114018,0.050961,SYNTHETIC_SCHEMA_FAITHFUL,220.26,798.22,0.221161,1.696703,0.840289,1.397684,2.237358,25_TO_BELOW_35,1,0,0,0,0,1,1,1,1,0,6798.19,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,92.62,5426451.22,73931.14
GEO-000138,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartzite,107.1,109.2,2.1,3.478,109.04,MANDRI_STYLE,24.75,37.66,7.9,9.57,35.25,1.458,0.337,7.654999999999999,3.43,2.295,7.61,0.070955,0.093825,0.091905,0.056502,0.098813,0.063109,0.081178,0.094567,0.115994,0.100824,SYNTHETIC_SCHEMA_FAITHFUL,228.98,796.39,0.138791,1.62658,1.565751,0.858418,1.15046,BELOW_25,1,0,0,0,0,1,1,1,1,0,3124.96,6705.57,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,-3580.61,2488686.89,-2851562.0
GEO-000139,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,124.93,127.43,2.5,3.474,83.83,HIVRA_STYLE,14.79,19.0,12.0,6.33,55.62,1.529,0.35,7.55,5.2,1.98,12.01,0.079557,0.125638,0.13901,0.102085,0.147997,0.144406,0.128394,0.13297,0.129793,0.143258,SYNTHETIC_SCHEMA_FAITHFUL,209.58,728.08,0.224572,1.361708,1.024867,0.965586,0.906009,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,3428579.69,-1307529.75
GEO-000140,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,135.05,136.35,1.29,3.395,167.63,HIVRA_STYLE,34.29,43.88,12.0,8.63,30.5,1.091,0.364,5.66,2.92,2.02,12.01,0.117107,0.151001,0.128654,0.085002,0.122752,0.100786,0.170438,0.142601,0.130986,0.115081,SYNTHETIC_SCHEMA_FAITHFUL,216.24,734.13,0.126419,1.513541,1.217947,1.195209,1.138207,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,5307561.68,532097.42
GEO-000141,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,57.54,58.9,1.36,3.361,126.08,HIVRA_STYLE,22.37,28.67,12.0,7.34,43.5,0.978,0.286,9.08,3.24,2.86,12.01,0.142396,0.197871,0.16921,0.137062,0.160047,0.098711,0.167314,0.132897,0.171902,0.113251,SYNTHETIC_SCHEMA_FAITHFUL,171.47,576.31,0.163034,1.234551,1.621369,1.258975,1.517885,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,2713884.13,-1034972.08
GEO-000142,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,46.26,47.4,1.14,3.421,175.45,HIVRA_STYLE,26.59,34.48,12.0,7.54,41.95,0.772,0.445,4.83,4.05,2.45,12.01,0.154653,0.25908,0.209245,0.178002,0.194638,0.183827,0.206409,0.17558,0.197417,0.191019,SYNTHETIC_SCHEMA_FAITHFUL,200.01,684.23,0.252402,1.17552,1.058811,1.175584,1.033494,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,4946798.16,495929.9
GEO-000143,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,55.68,58.68,2.99,3.42,108.06,HIVRA_STYLE,23.4,30.8,12.0,7.77,39.76,2.028,0.347,6.16,4.27,2.15,12.01,0.088067,0.14976,0.093762,0.094245,0.086072,0.125829,0.121795,0.050643,0.102573,0.048226,SYNTHETIC_SCHEMA_FAITHFUL,323.1,1105.0,0.259403,0.994875,0.684039,2.404972,2.126923,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,5203522.35,-1984425.3
GEO-000144,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,191.78,192.94,1.16,3.404,719.77,HIVRA_STYLE,36.38,47.3,12.0,9.98,23.46,0.689,0.343,4.86,3.33,2.17,12.01,0.167686,0.229984,0.204203,0.164888,0.198265,0.179966,0.228591,0.186662,0.202055,0.183528,SYNTHETIC_SCHEMA_FAITHFUL,834.93,2842.1,0.156658,1.238435,1.10168,1.224625,1.100949,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13127.91,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,6622.98,37310833.01,18823171.46
GEO-000145,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,20.73,22.49,1.76,3.438,81.54,HIVRA_STYLE,21.17,27.15,12.0,13.89,38.18,1.589,0.41,6.0,3.69,2.05,12.01,0.092947,0.134625,0.109043,0.103166,0.099757,0.097054,0.102793,0.074108,0.0605,0.089657,SYNTHETIC_SCHEMA_FAITHFUL,143.51,493.39,0.183142,1.056966,1.02785,1.38707,0.674794,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,2323408.05,-886059.37
GEO-000146,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,144.98,146.34,1.37,3.381,283.5,HIVRA_STYLE,15.91,20.81,12.0,14.97,39.82,2.036,0.359,10.23,2.65,2.95,12.01,0.048984,0.10177,0.107312,0.121025,0.107385,0.099365,0.110423,0.10426,0.106232,0.127971,SYNTHETIC_SCHEMA_FAITHFUL,388.4,1313.18,0.350147,0.886693,1.080713,1.059112,0.830126,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,6183856.54,-2358287.43
GEO-000147,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,129.77,132.12,2.35,3.432,359.34,HIVRA_STYLE,19.78,25.42,12.0,14.8,34.96,1.15,0.24,10.73,3.51,2.99,12.01,0.103666,0.159752,0.126199,0.121264,0.102021,0.124876,0.113731,0.124355,0.13393,0.075085,SYNTHETIC_SCHEMA_FAITHFUL,844.45,2898.15,0.212916,1.040696,0.816978,0.914567,1.783712,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,13647591.22,-5204671.66
GEO-000148,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,17.88,23.96,6.08,3.42,329.67,HIVRA_STYLE,20.23,26.06,12.0,11.21,40.37,1.078,0.259,7.83,3.46,2.84,12.01,0.135396,0.18786,0.183702,0.120593,0.145195,0.160402,0.160699,0.194823,0.176,0.132423,SYNTHETIC_SCHEMA_FAITHFUL,2004.39,6855.01,0.162299,1.523322,0.905194,0.824846,1.329074,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,32280721.94,-12310638.26
GEO-000149,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,131.25,137.07,5.82,3.384,296.89,HIVRA_STYLE,25.76,32.9,12.0,8.29,45.86,0.956,0.405,4.47,2.66,1.76,12.01,0.107709,0.191361,0.149015,0.125605,0.162224,0.117493,0.187825,0.159018,0.148184,0.142507,SYNTHETIC_SCHEMA_FAITHFUL,1727.9,5847.21,0.279707,1.186378,1.380712,1.181156,1.039837,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,42273749.55,4238057.81
GEO-000150,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,116.31,118.01,1.7,3.405,339.55,MANDRI_STYLE,19.34,37.66,7.26,23.41,59.23,2.541,0.337,7.654999999999999,3.43,2.295,10.08,0.094402,0.166456,0.130985,0.073415,0.128741,0.142082,0.151844,0.132909,0.144638,0.105128,SYNTHETIC_SCHEMA_FAITHFUL,577.24,1965.5,0.276219,1.784172,0.906104,1.142466,1.375828,BELOW_25,1,0,0,0,0,1,1,1,1,0,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,9255677.08,-3529762.83
